"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"UFD1L",1.15233926036942e-167,1.25650061331755,0.258,0.106,3.05496661316538e-163
"GSTO2",2.13299112164945e-170,1.25616452845482,0.294,0.132,5.65477276260485e-166
"ERMP1",1.53369931230735e-62,1.25574618429669,0.102,0.042,4.06599024685802e-58
"ATP5EP2",1.66185747003775e-155,1.25458487503408,0.26,0.112,4.40575033881707e-151
"C11orf31",0,1.25389858697403,0.598,0.23,0
"SEMA4B",2.104212298277e-93,1.25119422870833,0.15,0.062,5.57847722396216e-89
"TRAPPC2P1",2.74218907035546e-70,1.25014800100243,0.121,0.051,7.26981744441935e-66
"RAB27B",9.84276839248324e-164,1.24889117707599,0.15,0.042,2.60941632853123e-159
"EMCN",2.29085962777682e-80,1.2479637518269,0.106,0.038,6.07329795919914e-76
"C19orf60",0,1.24687519812699,0.479,0.191,0
"ATP5C1",2.6411551849478e-301,1.24212927616297,0.427,0.172,7.0019665108151e-297
"INPP1",1.33542352639031e-140,1.23666009332256,0.217,0.089,3.54034131081334e-136
"TMEM5",4.47529921991055e-104,1.23282388702245,0.174,0.073,1.18644657619049e-99
"FBXO18",3.74481986633869e-73,1.22734247578898,0.13,0.056,9.92789194765051e-69
"RP11-195F19.5",3.83944925651423e-70,1.22590936679716,0.128,0.056,1.01787639239449e-65
"C4orf27",4.59562283177536e-66,1.22494346769453,0.125,0.056,1.21834556893196e-61
"TCEB3",5.02604441018753e-68,1.2225756316129,0.119,0.05,1.33245463358482e-63
"ATP5G3",0,1.22249899338694,0.566,0.221,0
"ATP5J",0,1.2195231320975,0.602,0.235,0
"ECSCR",2.84276672626286e-88,1.21566677158649,0.12,0.044,7.53645886799546e-84
"DSCR3",1.19137537404214e-58,1.21550149675282,0.116,0.052,3.15845525412311e-54
"ATP5I",0,1.21493055830166,0.634,0.242,0
"ATP5SL",1.01476173350872e-86,1.21479008908721,0.156,0.068,2.69023483170496e-82
"U47924.27",2.44159260495322e-150,1.21334950966606,0.248,0.105,6.47290615499147e-146
"SH3BGRL2",8.52072731496726e-65,1.20954880782719,0.151,0.075,2.25893001847097e-60
"ADGRL4",1.98467556270207e-77,1.20884793862423,0.104,0.038,5.26157338427946e-73
"CTA-29F11.1",1.23844644886489e-144,1.20796412237971,0.233,0.097,3.28324538058571e-140
"MARVELD3",3.31041519766599e-54,1.20692121326921,0.122,0.059,8.7762417305323e-50
"BEST1",1.69824385334806e-100,1.2065035422184,0.182,0.08,4.50221427961103e-96
"PALMD",3.97241007143027e-106,1.20552311800133,0.122,0.04,1.05312563403688e-101
"PBX1",5.57491697779719e-279,1.20455526986697,0.457,0.216,1.47796623998381e-274
"KIAA1671",4.27307994734915e-96,1.20444941655798,0.136,0.052,1.13283622484173e-91
"ERP27",1.56910987416139e-62,1.20023896537281,0.114,0.05,4.15986718738925e-58
"DMKN",2.41203501106494e-258,1.19215221672876,0.421,0.19,6.39454601783426e-254
"UTP11L",2.68387883887559e-90,1.18952049584484,0.163,0.071,7.11523118974309e-86
"C1RL",1.42239390636156e-94,1.18597922437488,0.126,0.045,3.77090848515512e-90
"GPX3",2.28711265607025e-195,1.18509307713946,0.329,0.146,6.06336436250784e-191
"SDCCAG3",1.00362053124502e-60,1.18455766820843,0.116,0.052,2.66069839038368e-56
"TMEM55B",1.02537033874164e-82,1.18348546496765,0.155,0.069,2.71835930503797e-78
"TCF7L1",2.40729966305944e-107,1.18203777683243,0.127,0.043,6.38199213673688e-103
"FAM195B",2.09296231028593e-251,1.17986739645471,0.385,0.161,5.54865238079904e-247
"SKIV2L2",1.6566740611517e-48,1.17845822630801,0.102,0.047,4.39200860351928e-44
"FAM127B",6.15739129836983e-221,1.17028978774428,0.35,0.147,1.63238600711083e-216
"VWA9",2.25822071707462e-57,1.16912942791802,0.112,0.05,5.98676894303652e-53
"SHB",1.41324553746619e-74,1.16836401147766,0.163,0.079,3.74665524437661e-70
"EGLN2",3.06400583254699e-123,1.16814756841407,0.222,0.098,8.12298586266531e-119
"ABLIM1",5.40027067034046e-154,1.16605257807803,0.223,0.088,1.43166575741396e-149
"TEAD3",2.77699020845856e-70,1.16587717198384,0.116,0.048,7.36207874164449e-66
"SLCO2A1",1.35635856096617e-79,1.16576898529463,0.114,0.043,3.5958421809774e-75
"C6orf1",3.56515215663818e-171,1.16565393738639,0.282,0.12,9.45157488246349e-167
"USMG5",0,1.16547232331879,0.621,0.24,0
"LURAP1L",2.95509691474342e-114,1.16380230214355,0.207,0.091,7.83425743067628e-110
"CTA-293F17.1",7.0768835077875e-136,1.16296410053502,0.182,0.066,1.87615258674954e-131
"STON1",1.53655861093962e-80,1.1608299435235,0.114,0.043,4.07357053346204e-76
"LINC00936",1.32833655317743e-67,1.16030278967588,0.116,0.048,3.52155303612869e-63
"C11orf73",9.46442623465327e-201,1.15853632439302,0.336,0.146,2.50911403906893e-196
"SHFM1",0,1.15824337691149,0.611,0.236,0
"DHCR24",8.16857984054571e-140,1.15408819380622,0.259,0.117,2.16557220152707e-135
"NCEH1",2.80232178173154e-76,1.1540730201207,0.129,0.054,7.42923527554849e-72
"ST6GAL1",1.28075881513381e-161,1.15397919707093,0.291,0.134,3.39541969480124e-157
"ATP5J2",0,1.1539181167775,0.574,0.226,0
"SGSM3",2.6014243276079e-94,1.15215000391927,0.177,0.079,6.89663603492129e-90
"PRRG4",3.0032642993367e-119,1.15123682016471,0.257,0.128,7.96195398397152e-115
"SOX9",4.88819570844279e-164,1.1504497120203,0.341,0.17,1.29590956426527e-159
"ATP5B",0,1.14961599317465,0.503,0.204,0
"RIN2",2.56435380421546e-123,1.14857093857354,0.215,0.093,6.7983583703556e-119
"ZSWIM4",1.93539482604462e-61,1.14615565955329,0.11,0.048,5.13092522332688e-57
"TCEB1",0,1.14582512835683,0.516,0.212,0
"SLC7A8",7.0061597934056e-55,1.14289433313686,0.127,0.062,1.85740302282976e-50
"RP1-313I6.12",3.15858218276623e-97,1.14288863206949,0.176,0.077,8.37371722473156e-93
"VPS13D",1.42442814616062e-110,1.1421340665383,0.206,0.093,3.77630145828641e-106
"SLC9A7",4.98366033425045e-52,1.14084649330965,0.101,0.045,1.32121819121314e-47
"PITX1",2.91486266166344e-58,1.14077293436888,0.162,0.087,7.72759240233596e-54
"ZNF395",3.65780395254942e-61,1.13546021338335,0.122,0.055,9.69720405860378e-57
"C1orf27",1.95335964733713e-59,1.13529935587888,0.109,0.048,5.17855176105548e-55
"CCND1",4.11160907654543e-244,1.13524991290069,0.457,0.228,1.09002868228296e-239
"LRRC1",1.20597225825919e-59,1.13471450839599,0.133,0.064,3.19715305387095e-55
"PPP1R1B",6.76311228140972e-204,1.13270947859641,0.432,0.232,1.79296869692453e-199
"CLN3",8.86259328453221e-79,1.13185986947553,0.156,0.071,2.34956210566233e-74
"C1orf115",2.35417115160009e-47,1.13130374674212,0.121,0.061,6.241143140007e-43
"SSH3",1.14693729767427e-91,1.13050505305879,0.168,0.073,3.04064546986425e-87
"NBEAL1",1.9643461407428e-298,1.12956030358032,0.639,0.431,5.20767805372323e-294
"KCNN4",1.77189549318201e-71,1.12817808786734,0.125,0.053,4.69747214197483e-67
"S100A16",2.30169597051059e-303,1.12718469787715,0.558,0.291,6.10202618742063e-299
"RP11-395A13.2",2.12057063709233e-54,1.12425817486804,0.106,0.047,5.62184481599547e-50
"C20orf24",1.70832818356432e-206,1.1241008601178,0.358,0.158,4.52894884744737e-202
"RIPK4",1.96020510519863e-42,1.12304976008853,0.121,0.065,5.19669975439209e-38
"EVA1C",9.54281933486002e-98,1.12246505579009,0.176,0.077,2.52989683386474e-93
"DOCK5",2.75081407200233e-78,1.12052129287236,0.116,0.045,7.29268318628539e-74
"ALDOA",0,1.11999126953029,0.659,0.371,0
"DOCK9",1.17509096006761e-81,1.1197289417322,0.137,0.057,3.11528364423523e-77
"NHSL2",1.32560866553038e-74,1.11899675548221,0.106,0.04,3.51432113318758e-70
"C17orf62",5.40233962090264e-97,1.1182678126238,0.195,0.09,1.4322142568975e-92
"LPCAT4",8.42099588077276e-90,1.11628022680391,0.168,0.075,2.23249021795167e-85
"LMCD1",2.05587964417047e-133,1.11618009808744,0.24,0.107,5.45034252466033e-129
"AC007246.3",3.16768388494713e-90,1.10986695085703,0.149,0.061,8.39784674738333e-86
"C14orf1",1.76334977191895e-161,1.10971962451887,0.291,0.128,4.67481658033433e-157
"DAB2IP",8.06220474609093e-72,1.10777615122351,0.114,0.046,2.13737110023617e-67
"MINA",3.38491498894058e-56,1.10675066975856,0.1,0.042,8.97374812718036e-52
"EPHX2",5.23046124228777e-74,1.10644199319482,0.135,0.059,1.38664757994291e-69
"SORL1",6.93534968799205e-159,1.10576786436808,0.306,0.145,1.83863055578357e-154
"RP11-242D8.1",2.03835676070554e-76,1.10211159974913,0.139,0.06,5.40388760830646e-72
"AC093673.5",1.01165976186777e-81,1.09950167013516,0.159,0.071,2.68201119468763e-77
"NFIA",1.25680546493794e-269,1.09892153798342,0.473,0.228,3.33191696809698e-265
"HSPB8",1.31530419075543e-93,1.09736950131072,0.133,0.05,3.48700294011173e-89
"PTPRS",9.7083089135019e-79,1.09586148728452,0.233,0.13,2.57376977605849e-74
"PER2",2.88001819171143e-86,1.09445243137711,0.178,0.084,7.63521622804619e-82
"RP11-539L10.3",1.77939204723071e-57,1.09441843874486,0.113,0.05,4.71734625641334e-53
"GRB7",1.75100592420159e-85,1.09356075181545,0.217,0.113,4.64209180565084e-81
"KIAA0907",5.18183267946391e-129,1.091304568282,0.239,0.106,1.37375566165268e-124
"METTL7A",6.48545991700666e-122,1.09067699395292,0.207,0.088,1.71936027859764e-117
"LIMCH1",4.03032231182202e-196,1.0904938550444,0.405,0.208,1.06847874808713e-191
"PTPN14",3.96796622345164e-96,1.08621646716692,0.203,0.096,1.05194752549927e-91
"WBSCR16",4.70280002246598e-51,1.08455366950187,0.118,0.057,1.24675931395596e-46
"CDH1",6.27123361068781e-151,1.08310669959689,0.362,0.198,1.66256674252944e-146
"HOTTIP",4.8509889266604e-68,1.08262056533271,0.115,0.048,1.28604567434694e-63
"BACE2",8.71730762364965e-179,1.07712816980587,0.349,0.169,2.31104542410576e-174
"PART1",1.43169514548765e-147,1.07584793726444,0.263,0.115,3.79556700020232e-143
"PTPRB",2.7140986140264e-62,1.07495811055625,0.102,0.041,7.19534683564539e-58
"GPX2",1.97770038072629e-34,1.07147151849575,0.14,0.085,5.24308147934347e-30
"SMAD3",1.89658784063033e-111,1.06897495319476,0.202,0.089,5.02804402429508e-107
"C16orf13",4.82951762517596e-285,1.06627022945809,0.467,0.2,1.2803534176104e-280
"OCLN",8.31422923364833e-78,1.06510824466787,0.222,0.122,2.20418531213251e-73
"SNAI2",1.18820519122184e-71,1.06496154591008,0.13,0.056,3.15005078244822e-67
"SETD9",4.68695574392095e-68,1.06490740352009,0.124,0.054,1.24255883727088e-63
"PCNXL4",3.83188639510625e-49,1.06041360997146,0.124,0.062,1.01587140220662e-44
"ADM",3.26564084143583e-128,1.0592078181498,0.267,0.127,8.65754043473054e-124
"NUPR2",1.79092194963484e-55,1.05909447855871,0.135,0.067,4.74791318067692e-51
"OSBPL10",2.60070765100509e-79,1.05889756036677,0.194,0.099,6.89473605357958e-75
"IRS1",6.51588002881541e-50,1.05789675091273,0.111,0.053,1.72742495443925e-45
"WBP5",3.54030624325106e-304,1.05574098541928,0.464,0.185,9.38570588148287e-300
"KIAA1217",1.12474381022327e-99,1.05525806935313,0.218,0.105,2.98180831528292e-95
"N6AMT2",1.45959343221302e-46,1.05516795570449,0.101,0.048,3.86952814813993e-42
"ADCK3",5.78492526568089e-61,1.05238053586244,0.114,0.05,1.53364153718466e-56
"UQCRHL",2.30409421501009e-44,1.05196322922102,0.13,0.07,6.10838417341325e-40
"CTB-50L17.10",5.89955564318414e-46,1.05130855668491,0.113,0.056,1.56403119656455e-41
"RBM47",6.38946972304522e-142,1.04944519265369,0.33,0.174,1.69391231827652e-137
"ZDHHC13",4.34644796401354e-43,1.04776045335715,0.111,0.056,1.15228681973963e-38
"CMTM8",8.82083438047314e-139,1.04695710387379,0.332,0.175,2.33849140260723e-134
"SLC2A10",3.1961967836525e-56,1.04509484590539,0.124,0.059,8.47343729314115e-52
"MAGI1",4.0713808579802e-101,1.04441573205895,0.226,0.112,1.07936377925913e-96
"LMO2",8.98205201100809e-44,1.04281842330953,0.109,0.055,2.38123180863835e-39
"WBSCR27",9.32874530844412e-51,1.04271734501901,0.102,0.046,2.47314366872162e-46
"MGST1",1.45173156549495e-254,1.04111093564555,0.474,0.224,3.84868555328367e-250
"POLR2J3",9.90998459379173e-155,1.0380356954231,0.308,0.144,2.62723601566012e-150
"ILF3-AS1",2.46013764700669e-119,1.03777391597007,0.242,0.112,6.52207091597944e-115
"PDLIM1",1.89420970387062e-259,1.03521924118045,0.547,0.308,5.02173934593139e-255
"C21orf59",3.38780357405262e-111,1.03497290342822,0.231,0.108,8.9814060551709e-107
"SH2D3A",3.19668215718254e-71,1.03492572529217,0.14,0.063,8.47472406690664e-67
"PLA2G2A",3.08700375716648e-119,1.03441079608732,0.177,0.069,8.18395566062405e-115
"TPBG",1.31869573598728e-111,1.03399782643277,0.227,0.106,3.49599426567589e-107
"ETV6",5.11153640336713e-109,1.03375393220827,0.226,0.106,1.35511941589666e-104
"C8orf4",3.66068216930311e-221,1.03328211936116,0.34,0.135,9.70483449903948e-217
"PPP1R13L",2.12641445556544e-64,1.03134754769321,0.153,0.076,5.63733736314953e-60
"ACSL5",2.15127789360542e-89,1.02840698803075,0.152,0.064,5.70325282373734e-85
"NOP2",4.28177978431175e-44,1.02551683747734,0.112,0.057,1.13514263861889e-39
"LGR4",7.59366032735489e-56,1.02499715875049,0.115,0.053,2.01315528938506e-51
"TRIB2",1.66591553350988e-123,1.02491363129718,0.221,0.096,4.41650867088803e-119
"PLAU",3.04919069380767e-115,1.02469383156771,0.193,0.08,8.08370944835353e-111
"CD34",3.5779754587992e-66,1.02285015944741,0.11,0.045,9.48557073882255e-62
"MYO5C",1.7105862870626e-53,1.02270207895265,0.117,0.056,4.53493530563166e-49
"FOSL1",1.17749047207968e-56,1.02060174996979,0.185,0.104,3.12164499053043e-52
"MAST4",2.56505064915227e-179,1.01838112644048,0.363,0.177,6.80020577596757e-175
"RNF144B",3.50881708518658e-103,1.01487980302575,0.194,0.087,9.30222497453813e-99
"STC1",2.09512356883658e-43,1.01487056834872,0.101,0.049,5.55438209334265e-39
"CPEB2",5.58551538303567e-68,1.01417801867449,0.116,0.048,1.48077598319659e-63
"LINC00960",7.33382496099018e-55,1.01246491930822,0.113,0.052,1.94427033540811e-50
"SRGAP3",5.27401576828791e-47,1.01152569702225,0.13,0.068,1.39819432033081e-42
"ATP5G1",0,1.00864648090238,0.536,0.222,0
"LYPD3",2.99145903090315e-56,1.00820174603954,0.15,0.077,7.93065703682735e-52
"NGFRAP1",0,1.00801818209844,0.58,0.231,0
"ANXA2",0,1.00070812814241,0.753,0.457,0
"MIR22HG",1.79778343097796e-191,0.997381355110524,0.393,0.193,4.76610365386568e-187
"CAV2",1.12957231463154e-172,0.995798781364113,0.245,0.092,2.99460916331968e-168
"CALCRL",1.32123392726106e-62,0.993108898240178,0.109,0.046,3.50272326456179e-58
"DUSP23",4.05557353924318e-227,0.989473678713381,0.599,0.392,1.07517310098876e-222
"TMEM261",1.06504620237587e-236,0.989473546893008,0.425,0.189,2.82354398711867e-232
"RP11-295G20.2",2.53782702753486e-84,0.988487409971241,0.18,0.084,6.72803323269767e-80
"NFIB",4.249738829636e-238,0.986054068983908,0.557,0.334,1.1266482611248e-233
"AQP1",4.68161266731132e-74,0.985445100739902,0.15,0.068,1.2411423342309e-69
"CH17-189H20.1",9.23951999729728e-129,0.983869800622216,0.257,0.117,2.44948914648348e-124
"LINC01315",2.42712944721709e-41,0.979783042055965,0.142,0.081,6.43456287751722e-37
"TACC2",8.81153749345186e-59,0.979201365403571,0.155,0.08,2.33602670488902e-54
"KIAA1715",7.13103362266678e-45,0.97506000799376,0.119,0.06,1.89050832370519e-40
"STRA13",1.34191697332712e-239,0.974255373130768,0.449,0.2,3.55755608798754e-235
"CXADR",1.21722740906393e-140,0.973181599486195,0.452,0.294,3.22699158416939e-136
"FLT1",2.71447844202722e-59,0.972990116118793,0.105,0.044,7.19635379765837e-55
"CADPS2",1.36077555201258e-76,0.971542369151317,0.187,0.093,3.60755206594056e-72
"EMP1",5.8116801561212e-202,0.970325066155523,0.366,0.163,1.54073452618929e-197
"RP11-14N7.2",4.67304033226629e-105,0.969527552595686,0.219,0.1,1.23886972248711e-100
"CXCL2",6.55165754462307e-273,0.968957419434224,0.54,0.277,1.73690993165502e-268
"ENTPD5",2.88824856309355e-52,0.968089459692434,0.146,0.077,7.65703576561731e-48
"FXYD3",1.99895339729839e-239,0.967921237239375,0.62,0.415,5.29942535157777e-235
"ROBO1",6.96004384527031e-91,0.967650088867897,0.201,0.096,1.84517722381961e-86
"GPD1L",5.61708006331752e-57,0.966481908688269,0.127,0.061,1.48914409558611e-52
"IFI44L",2.18701273125837e-133,0.966398184586399,0.237,0.101,5.79798945183905e-129
"PLEKHF1",7.11646048109386e-64,0.964524246523268,0.117,0.051,1.88664483814279e-59
"AC091729.9",9.97171409587295e-55,0.963844991171924,0.131,0.064,2.64360112395688e-50
"ARHGAP12",2.35874377701036e-64,0.962310315881796,0.156,0.078,6.25326562723217e-60
"METTL12",7.08180497920765e-202,0.95820980808737,0.395,0.181,1.87745731803774e-197
"PDLIM4",5.18335466277662e-189,0.956768364118304,0.374,0.176,1.37415915464871e-184
"RP11-792A8.4",3.42399076230317e-86,0.95561602275682,0.197,0.095,9.07734190994192e-82
"DEPTOR",2.81648913534805e-52,0.955562785378393,0.101,0.044,7.46679434672122e-48
"TFF1",7.69593598060278e-57,0.95535800587035,0.144,0.073,2.0402695878176e-52
"LLNLR-245B6.1",4.56200200453e-147,0.955136915259853,0.311,0.146,1.20943235142095e-142
"BEND7",1.20707632254456e-51,0.954976130013125,0.109,0.05,3.20008003869789e-47
"PTPRF",2.17742703582667e-122,0.954270545482831,0.401,0.251,5.77257681468008e-118
"ANKRD35",3.02386021695193e-66,0.952082279885526,0.106,0.042,8.01655582116128e-62
"ADIRF",0,0.951830853064061,0.619,0.307,0
"WBSCR22",2.52677808435475e-144,0.951691236404477,0.315,0.15,6.69874137943289e-140
"MANSC1",3.47062601067598e-57,0.948017578313787,0.143,0.072,9.20097661690309e-53
"SULT2B1",2.05332129667037e-28,0.94676841035654,0.103,0.059,5.44356008960282e-24
"CXCL8",3.53213896172087e-212,0.94669803261959,0.543,0.316,9.36405360141819e-208
"GFOD1",1.5718132135513e-83,0.943615182355318,0.174,0.081,4.16703401044585e-79
"NIPAL2",2.03967355086484e-56,0.943597072371153,0.118,0.054,5.40737855069778e-52
"MPZL3",2.03717467608133e-55,0.942572058319558,0.145,0.075,5.40075378375922e-51
"CRTC2",1.34034480276134e-66,0.941297620529566,0.163,0.081,3.55338810660059e-62
"U2AF1",1.11002608925039e-51,0.941006355749414,0.161,0.088,2.94279016521171e-47
"ZFP36L1",0,0.939586495703905,0.787,0.513,0
"WLS",1.66682645112197e-89,0.938623955942204,0.236,0.125,4.41892360456946e-85
"PHGDH",6.98290254697097e-70,0.937259481334684,0.215,0.118,1.85123729422747e-65
"RQCD1",3.72679209715862e-68,0.937221699482416,0.168,0.083,9.88009852877722e-64
"CYR61",2.22790654534964e-144,0.934769171417542,0.365,0.193,5.90640304237643e-140
"ZDHHC2",1.38800437490204e-63,0.934638952546658,0.172,0.09,3.6797383983028e-59
"C7orf73",9.47906385613008e-254,0.933772023190747,0.487,0.212,2.51299461889865e-249
"LINC00869",4.01698195618515e-79,0.92788213748734,0.179,0.085,1.06494208640424e-74
"CECR5",9.47331486373506e-57,0.927725702673903,0.153,0.078,2.5114705035248e-52
"PTPN13",3.1027737958277e-44,0.924873984978263,0.112,0.056,8.22576361011881e-40
"WWC1",3.5508855645563e-35,0.924159381416959,0.149,0.091,9.41375272019522e-31
"OSMR",4.32772204958585e-69,0.922606421871776,0.112,0.045,1.1473223925657e-64
"TC2N",1.95207424109877e-88,0.920733403402146,0.203,0.1,5.17514402057695e-84
"TMEM159",2.32280521923485e-101,0.920443710101902,0.288,0.158,6.15798891671352e-97
"C17orf89",1.34920984368697e-271,0.920355836020209,0.495,0.217,3.57689021659852e-267
"PTGFRN",1.27054254340385e-55,0.919790111711823,0.12,0.056,3.36833533681795e-51
"C7orf55",7.12112204657412e-177,0.919458003797932,0.347,0.154,1.88788066576726e-172
"COG3",2.51134143338652e-56,0.917235543359374,0.131,0.063,6.65781727405101e-52
"PRKRIR",4.05242431654758e-79,0.916906843037158,0.185,0.09,1.07433821055993e-74
"SORBS2",6.0715783563431e-116,0.916748699850039,0.257,0.127,1.60963613805012e-111
"ALDH1A3",6.85092457179029e-67,0.915882641671381,0.192,0.102,1.81624861322732e-62
"TGFBR2",3.08449791947841e-113,0.914958223290966,0.262,0.128,8.1773124343292e-109
"CTD-3074O7.5",2.22405653779516e-50,0.914829456636998,0.122,0.059,5.89619628734874e-46
"RP11-294J22.6",6.75921478858093e-46,0.914637579499035,0.126,0.065,1.79193543260069e-41
"ADAM9",1.16255396674562e-83,0.907663401579007,0.192,0.093,3.08204682123931e-79
"MAP3K5",2.23892071200622e-74,0.907204651985421,0.171,0.082,5.93560269959968e-70
"CYBRD1",1.87332403330841e-138,0.896976967310552,0.273,0.123,4.96636934470394e-134
"PLK2",6.69982174823372e-152,0.896066932290834,0.342,0.167,1.77618974367424e-147
"DUSP5",2.50702244436002e-130,0.895773507337424,0.34,0.183,6.64636720224284e-126
"FAM3B",1.77922435285248e-46,0.894985527519567,0.165,0.094,4.71690168184722e-42
"ADD3",7.79749626122207e-101,0.893807905335192,0.319,0.187,2.06719423381258e-96
"RGS12",3.88741772346525e-44,0.892292704686887,0.184,0.113,1.03059331266787e-39
"CCDC71L",3.04718796370979e-53,0.88898963605503,0.172,0.095,8.07840001059101e-49
"EEF1G",1.31975902692351e-68,0.887445783548473,0.198,0.106,3.49881315627692e-64
"FDX1L",2.37979713539883e-59,0.884368931326904,0.163,0.084,6.30908018565585e-55
"B3GALNT1",2.36143403537061e-46,0.883307943970479,0.101,0.047,6.26039777117103e-42
"CDS1",7.55704036881737e-32,0.882696994148929,0.125,0.074,2.00344697217717e-27
"RBPMS",4.0316960317862e-163,0.880945434204064,0.326,0.151,1.06884293498684e-158
"EPS8L1",1.00836770717068e-47,0.878126623170347,0.112,0.054,2.6732836284802e-43
"ARRDC2",2.02753095386715e-67,0.877874485095963,0.181,0.093,5.37518731179721e-63
"JDP2",1.07231135909519e-75,0.876216548401702,0.127,0.052,2.84280464409726e-71
"TMEM125",7.10831745997595e-54,0.87432612531096,0.176,0.098,1.88448604181422e-49
"CNFN",1.02693148700323e-132,0.871513106882264,0.383,0.213,2.72249806519426e-128
"KLF4",3.52621117193571e-164,0.870917746163729,0.543,0.365,9.34833843791875e-160
"CMB9-22P13.1",3.89556190457383e-50,0.870651951122382,0.145,0.076,1.03275241652157e-45
"DSG2",5.89182510110519e-59,0.870606722875575,0.231,0.14,1.561981752554e-54
"IGHA1",9.93294420160398e-99,0.868119209668812,0.201,0.091,2.63332283728723e-94
"SH3YL1",1.81512601058443e-135,0.86810867995486,0.45,0.287,4.81208056666039e-131
"ALDH3B2",5.72875273898158e-31,0.867983593364549,0.105,0.058,1.51874963863141e-26
"ARL5A",4.16542419502223e-127,0.867415030920334,0.387,0.225,1.10429560834234e-122
"D2HGDH",1.749391092035e-58,0.866988237469297,0.148,0.074,4.637810724094e-54
"FAM195A",4.32829975282478e-123,0.866636721803038,0.296,0.146,1.14747554747138e-118
"TRIM2",9.63903382282409e-54,0.863375991096035,0.191,0.111,2.55540425676889e-49
"PLXNB1",3.93426466179954e-36,0.862682693833187,0.149,0.09,1.04301290448968e-31
"IRX3",1.62683686396416e-52,0.860702475227299,0.226,0.141,4.31290721005539e-48
"FBXO2",3.07741883342739e-27,0.858736984058541,0.123,0.075,8.15854506929936e-23
"FRMD4B",3.75600116187936e-103,0.85566138740893,0.219,0.102,9.95753468025837e-99
"SERINC5",2.15556786462062e-116,0.853418231772377,0.342,0.191,5.71462596589573e-112
"NOTCH2",2.49322108356945e-92,0.853030416154069,0.228,0.115,6.60977841465097e-88
"TNFRSF10B",1.66340121573648e-82,0.851772796640342,0.226,0.119,4.40984296303898e-78
"RAPH1",1.94731937666014e-47,0.851514668877195,0.132,0.068,5.16253839946369e-43
"TCF7L2",3.2008586481652e-80,0.850318144087385,0.209,0.107,8.48579636215075e-76
"FAM171A1",5.52184585329342e-42,0.849416068121071,0.139,0.077,1.46389655416662e-37
"NPTN",2.49340039735606e-126,0.848792308523001,0.387,0.226,6.61025379343065e-122
"LIMA1",6.24262106055912e-158,0.847252442246089,0.497,0.307,1.65498126936483e-153
"DDAH1",2.01402816348864e-51,0.846931370294695,0.196,0.116,5.33939006422473e-47
"PLIN5",1.72568753627747e-35,0.846619393238184,0.112,0.061,4.57497022742519e-31
"CTSH",4.55649182120948e-171,0.846456291398635,0.532,0.337,1.20797154672084e-166
"CLU",4.44725967397901e-304,0.845751376997687,0.664,0.374,1.17901301216857e-299
"BEX5",1.42100565954387e-86,0.844415223433242,0.22,0.111,3.76722810401676e-82
"IL6ST",1.04023354532806e-181,0.843585965426317,0.455,0.245,2.75776315201921e-177
"SERINC2",1.40907261897409e-126,0.843275767758839,0.442,0.282,3.7355924201622e-122
"MT1X",8.95927602117099e-209,0.842519416243829,0.661,0.456,2.37519366597264e-204
"CCL2",2.43892076991641e-154,0.841755233909606,0.476,0.282,6.46582285312541e-150
"ETS2",4.30746827650049e-144,0.840752157612523,0.466,0.287,1.14195291478304e-139
"EPN3",8.81549642371575e-35,0.840362364113543,0.109,0.059,2.33707625689128e-30
"CLIC3",6.25043479384934e-64,0.839820037102533,0.139,0.065,1.6570527681974e-59
"LDB2",9.58896604264968e-37,0.839331882421838,0.106,0.056,2.54213078756686e-32
"APOA1BP",5.35527634754776e-194,0.838649120286687,0.424,0.201,1.41973731249839e-189
"GBP1",5.13953501512287e-69,0.835704578462133,0.159,0.076,1.36254212785922e-64
"ITPR2",7.62248688369186e-102,0.835306884199922,0.243,0.12,2.02079749773555e-97
"FAM58A",6.0700361459061e-67,0.835064840551225,0.198,0.105,1.60922728264117e-62
"KANK1",2.1231725609041e-48,0.83450076922174,0.178,0.104,5.62874277621285e-44
"EHD4",3.89223458954297e-79,0.832904182017952,0.237,0.129,1.03187031203374e-74
"TRIM38",7.39596698247256e-84,0.832069420447505,0.227,0.118,1.9607448067233e-79
"KDM3B",5.65457054967644e-52,0.827708751955688,0.179,0.102,1.49908319842472e-47
"RUNX2",4.70121905487793e-63,0.827643737360143,0.115,0.049,1.24634018363869e-58
"ALDH2",9.38060016454875e-117,0.827235140486971,0.337,0.184,2.48689090962352e-112
"ODF3B",1.20849005203892e-118,0.826955290767546,0.352,0.196,3.20382797696039e-114
"TDRP",1.51725182725524e-28,0.826757979755073,0.101,0.057,4.02238631923636e-24
"EPHB4",9.64236155600157e-64,0.825385944763463,0.18,0.095,2.55628647211158e-59
"GK5",3.31162094840177e-49,0.824845818860404,0.187,0.11,8.77943829630793e-45
"ATP1B1",6.34789472636664e-113,0.823770425123105,0.519,0.387,1.68289037090706e-108
"ARHGAP27",1.24712945796586e-41,0.821793856551955,0.125,0.067,3.3062649060133e-37
"RAD50",4.41458819311315e-65,0.820990545959292,0.22,0.125,1.17035147587623e-60
"TRIM22",2.33251233232691e-126,0.820110916410165,0.218,0.09,6.18372344423188e-122
"PLVAP",1.83276230784827e-55,0.817418533027333,0.121,0.056,4.85883615433655e-51
