"Gene","sample_id","Expression"
"MMP2","TCGA-G9-6354-01",9.5167
"MMP2","TCGA-EJ-5527-01",11.5477
"MMP2","TCGA-HC-8213-01",8.716
"MMP2","TCGA-Y6-A9XI-01",9.6404
"MMP2","TCGA-EJ-7125-11",10.7251
"MMP2","TCGA-CH-5744-01",9.4894
"MMP2","TCGA-EJ-7782-11",10.6825
"MMP2","TCGA-HC-A9TE-01",11.75
"MMP2","TCGA-EJ-A7NJ-01",10.3886
"MMP2","TCGA-SU-A7E7-01",10.8966
"MMP2","TCGA-CH-5772-01",9.6864
"MMP2","TCGA-HI-7168-01",12.0593
"MMP2","TCGA-ZG-A9L0-01",11.6282
"MMP2","TCGA-HC-7075-01",10.2945
"MMP2","TCGA-V1-A9Z8-01",11.9218
"MMP2","TCGA-KK-A7AW-01",9.7913
"MMP2","TCGA-H9-A6BX-01",11.9943
"MMP2","TCGA-YL-A9WY-01",12.0413
"MMP2","TCGA-EJ-8469-01",9.929
"MMP2","TCGA-G9-6361-01",11.468
"MMP2","TCGA-HI-7171-01",10.5861
"MMP2","TCGA-ZG-A8QY-01",11.4768
"MMP2","TCGA-J9-A8CM-01",11.8404
"MMP2","TCGA-HC-8258-11",12.0515
"MMP2","TCGA-EJ-7328-11",12.2083
"MMP2","TCGA-J9-A52C-01",12.2472
"MMP2","TCGA-EJ-A65D-01",8.7166
"MMP2","TCGA-G9-6336-01",10.4727
"MMP2","TCGA-V1-A9O5-06",9.7712
"MMP2","TCGA-J4-A67K-01",10.6235
"MMP2","TCGA-HC-8260-11",10.551
"MMP2","TCGA-2A-A8W1-01",6.9949
"MMP2","TCGA-HC-7819-01",9.4576
"MMP2","TCGA-VN-A88N-01",9.3543
"MMP2","TCGA-VP-A87J-01",10.1191
"MMP2","TCGA-2A-A8VL-01",10.1717
"MMP2","TCGA-EJ-A46D-01",10.4424
"MMP2","TCGA-HC-7821-01",10.5374
"MMP2","TCGA-HC-A8CY-01",9.3162
"MMP2","TCGA-EJ-7315-01",11.4114
"MMP2","TCGA-FC-A5OB-01",7.2975
"MMP2","TCGA-V1-A9ZI-01",11.7853
"MMP2","TCGA-FC-A66V-01",10.7768
"MMP2","TCGA-ZG-A9LS-01",12.2477
"MMP2","TCGA-J9-A52E-01",13.4218
"MMP2","TCGA-G9-6362-01",9.5557
"MMP2","TCGA-KK-A59X-01",10.89
"MMP2","TCGA-EJ-7781-11",13.0117
"MMP2","TCGA-M7-A723-01",11.661
"MMP2","TCGA-HC-A6AL-01",11.0376
"MMP2","TCGA-G9-6333-11",11.2767
"MMP2","TCGA-EJ-A8FN-01",11.2037
"MMP2","TCGA-XK-AAJA-01",9.9546
"MMP2","TCGA-EJ-5531-01",11.1132
"MMP2","TCGA-EJ-A6RC-01",11.6373
"MMP2","TCGA-2A-A8W3-01",10.011
"MMP2","TCGA-EJ-A46B-01",10.2865
"MMP2","TCGA-KK-A8IK-01",9.0059
"MMP2","TCGA-XK-AAIR-01",10.8412
"MMP2","TCGA-J9-A8CK-01",12.4712
"MMP2","TCGA-EJ-8470-01",11.0142
"MMP2","TCGA-KK-A7B4-01",11.1057
"MMP2","TCGA-EJ-5499-01",10.5189
"MMP2","TCGA-KK-A7AP-01",9.5989
"MMP2","TCGA-EJ-7330-11",12.3748
"MMP2","TCGA-CH-5764-01",10.1761
"MMP2","TCGA-EJ-7789-01",9.068
"MMP2","TCGA-EJ-7789-11",10.9552
"MMP2","TCGA-J4-AAU2-01",10.4493
"MMP2","TCGA-XQ-A8TB-01",11.537
"MMP2","TCGA-VP-A87E-01",12.0984
"MMP2","TCGA-EJ-7793-01",9.202
"MMP2","TCGA-YL-A9WI-01",10.7537
"MMP2","TCGA-EJ-7321-01",10.0335
"MMP2","TCGA-KK-A8I7-01",10.6649
"MMP2","TCGA-ZG-A9L4-01",12.5287
"MMP2","TCGA-CH-5789-01",11.0095
"MMP2","TCGA-EJ-7785-11",11.6964
"MMP2","TCGA-YL-A8HK-01",11.1614
"MMP2","TCGA-G9-6329-01",11.2184
"MMP2","TCGA-XQ-A8TA-01",9.9617
"MMP2","TCGA-2A-AAYU-01",10.2061
"MMP2","TCGA-HC-8261-01",10.2944
"MMP2","TCGA-EJ-5503-01",11.5291
"MMP2","TCGA-KK-A5A1-01",11.4173
"MMP2","TCGA-EJ-8468-01",11.8941
"MMP2","TCGA-EJ-7782-01",10.7995
"MMP2","TCGA-HC-7212-01",10.2781
"MMP2","TCGA-KK-A7AQ-01",10.9599
"MMP2","TCGA-EJ-7791-01",12.1139
"MMP2","TCGA-J4-A83K-01",10.8183
"MMP2","TCGA-VN-A88Q-01",9.9783
"MMP2","TCGA-EJ-5498-01",11.2649
"MMP2","TCGA-ZG-A9LY-01",10.6801
"MMP2","TCGA-VP-A876-01",9.475
"MMP2","TCGA-V1-A8MK-01",10.3987
"MMP2","TCGA-YL-A8SF-01",12.3481
"MMP2","TCGA-KK-A8I8-01",10.376
"MMP2","TCGA-EJ-7331-11",12.7611
"MMP2","TCGA-HC-7740-11",12.474
"MMP2","TCGA-KK-A7AV-01",11.5497
"MMP2","TCGA-YL-A8SI-01",11.7187
"MMP2","TCGA-TK-A8OK-01",12.3536
"MMP2","TCGA-EJ-5508-01",10.8198
"MMP2","TCGA-VP-A879-01",10.6962
"MMP2","TCGA-ZG-A9L1-01",11.8535
"MMP2","TCGA-KK-A6E3-01",11.9022
"MMP2","TCGA-G9-6342-01",10.2452
"MMP2","TCGA-EJ-5515-01",10.5277
"MMP2","TCGA-G9-6364-01",11.8393
"MMP2","TCGA-G9-6332-01",9.0805
"MMP2","TCGA-YL-A8SR-01",10.4246
"MMP2","TCGA-EJ-7783-11",12.1283
"MMP2","TCGA-KK-A6E5-01",10.8379
"MMP2","TCGA-EJ-7783-01",10.7513
"MMP2","TCGA-HC-7752-11",12.1542
"MMP2","TCGA-J4-A83I-01",11.4165
"MMP2","TCGA-KK-A8II-01",8.5711
"MMP2","TCGA-CH-5743-01",10.7473
"MMP2","TCGA-EJ-5509-01",11.9651
"MMP2","TCGA-KK-A59V-01",10.8222
"MMP2","TCGA-CH-5771-01",12.0715
"MMP2","TCGA-J4-A83N-01",9.7102
"MMP2","TCGA-EJ-8472-01",10.7205
"MMP2","TCGA-EJ-A65E-01",10.4842
"MMP2","TCGA-YL-A8HJ-01",12.5837
"MMP2","TCGA-HC-7745-11",12.3129
"MMP2","TCGA-XK-AAIW-01",8.2647
"MMP2","TCGA-V1-A9Z7-01",12.4498
"MMP2","TCGA-HC-8259-01",9.6276
"MMP2","TCGA-VP-A87H-01",10.6163
"MMP2","TCGA-J4-A67M-01",11.8296
"MMP2","TCGA-HC-7819-11",10.8318
"MMP2","TCGA-KK-A6E0-01",9.708
"MMP2","TCGA-HC-7738-01",9.2683
"MMP2","TCGA-EJ-5517-01",10.9246
"MMP2","TCGA-VP-A872-01",12.1545
"MMP2","TCGA-VN-A88I-01",12.8736
"MMP2","TCGA-KK-A7B2-01",11.2904
"MMP2","TCGA-KC-A4BR-01",11.5328
"MMP2","TCGA-YL-A9WK-01",12.0202
"MMP2","TCGA-EJ-5514-01",11.7498
"MMP2","TCGA-G9-7521-01",11.0024
"MMP2","TCGA-V1-A8MF-01",11.264
"MMP2","TCGA-MG-AAMC-01",9.2911
"MMP2","TCGA-VN-A88P-01",11.2236
"MMP2","TCGA-HC-7736-01",11.0377
"MMP2","TCGA-YL-A8SQ-01",11.1521
"MMP2","TCGA-EJ-A65B-01",11.3595
"MMP2","TCGA-VN-A88K-01",11.3554
"MMP2","TCGA-EJ-A46H-01",12.3901
"MMP2","TCGA-CH-5761-01",11.3721
"MMP2","TCGA-J4-A83M-01",10.7271
"MMP2","TCGA-EJ-A65F-01",11.388
"MMP2","TCGA-ZG-A9KY-01",10.0292
"MMP2","TCGA-KK-A8IG-01",11.7147
"MMP2","TCGA-CH-5738-01",12.1382
"MMP2","TCGA-G9-A9S4-01",8.8207
"MMP2","TCGA-J4-8198-01",11.6812
"MMP2","TCGA-CH-5745-01",11.7586
"MMP2","TCGA-EJ-7784-01",10.2306
"MMP2","TCGA-V1-A9OH-01",10.7743
"MMP2","TCGA-G9-6343-01",10.384
"MMP2","TCGA-EJ-7327-01",11.6166
"MMP2","TCGA-G9-6362-11",10.8048
"MMP2","TCGA-KK-A7B3-01",11.9521
"MMP2","TCGA-EJ-7793-11",11.8358
"MMP2","TCGA-G9-6363-01",10.7347
"MMP2","TCGA-CH-5768-11",10.0407
"MMP2","TCGA-G9-6365-11",9.7893
"MMP2","TCGA-XK-AAJR-01",9.8004
"MMP2","TCGA-M7-A722-01",9.7073
"MMP2","TCGA-HC-7817-01",11.6645
"MMP2","TCGA-KK-A6E2-01",10.0512
"MMP2","TCGA-HC-8260-01",11.0699
"MMP2","TCGA-G9-6367-01",10.9175
"MMP2","TCGA-G9-6369-01",10.5736
"MMP2","TCGA-G9-6338-01",11.7814
"MMP2","TCGA-HC-8262-11",10.419
"MMP2","TCGA-XK-AAJU-01",10.0668
"MMP2","TCGA-EJ-7786-01",11.0132
"MMP2","TCGA-HC-7209-01",10.357
"MMP2","TCGA-CH-5792-01",11.5121
"MMP2","TCGA-CH-5751-01",10.2249
"MMP2","TCGA-HC-A4ZV-01",12.0031
"MMP2","TCGA-J4-8200-01",11.1026
"MMP2","TCGA-2A-AAYO-01",11.1182
"MMP2","TCGA-HC-A632-01",11.9866
"MMP2","TCGA-G9-6496-11",11.8605
"MMP2","TCGA-EJ-5519-01",10.3687
"MMP2","TCGA-YL-A8SK-01",11.2113
"MMP2","TCGA-J4-AATV-01",11.5365
"MMP2","TCGA-HI-7170-01",13.0202
"MMP2","TCGA-CH-5752-01",10.248
"MMP2","TCGA-EJ-7312-01",9.8613
"MMP2","TCGA-KK-A6DY-01",10.3033
"MMP2","TCGA-G9-6384-01",10.6345
"MMP2","TCGA-CH-5767-01",10.2693
"MMP2","TCGA-YL-A9WL-01",10.2826
"MMP2","TCGA-ZG-A9LB-01",11.0773
"MMP2","TCGA-HC-7744-01",9.9082
"MMP2","TCGA-H9-7775-01",11.0444
"MMP2","TCGA-EJ-7794-11",12.2447
"MMP2","TCGA-KC-A4BN-01",9.1092
"MMP2","TCGA-KK-A7B1-01",11.2649
"MMP2","TCGA-EJ-7123-01",10.2777
"MMP2","TCGA-CH-5746-01",10.2616
"MMP2","TCGA-V1-A8MJ-01",11.0425
"MMP2","TCGA-J4-AATZ-01",9.1947
"MMP2","TCGA-HC-A76X-01",10.371
"MMP2","TCGA-CH-5763-01",11.6523
"MMP2","TCGA-G9-7523-01",13.3374
"MMP2","TCGA-EJ-A7NM-01",11.5021
"MMP2","TCGA-VP-A878-01",11.0684
"MMP2","TCGA-EJ-7115-01",10.9608
"MMP2","TCGA-EJ-5530-01",11.1295
"MMP2","TCGA-EJ-A7NN-01",10.1195
"MMP2","TCGA-EJ-A7NH-01",11.086
"MMP2","TCGA-CH-5762-01",11.0166
"MMP2","TCGA-G9-6365-01",11.7886
"MMP2","TCGA-CH-5741-01",9.039
"MMP2","TCGA-EJ-5512-01",9.9072
"MMP2","TCGA-V1-A9OQ-01",10.4741
"MMP2","TCGA-EJ-8474-01",11.2019
"MMP2","TCGA-EJ-7328-01",11.3146
"MMP2","TCGA-M7-A71Y-01",11.6455
"MMP2","TCGA-CH-5740-01",10.4908
"MMP2","TCGA-EJ-5521-01",10.5144
"MMP2","TCGA-EJ-5494-01",11.3131
"MMP2","TCGA-G9-6351-11",10.6115
"MMP2","TCGA-G9-6342-11",10.4391
"MMP2","TCGA-V1-A9OF-01",9.2537
"MMP2","TCGA-HC-7747-01",10.6032
"MMP2","TCGA-G9-6499-11",11.6801
"MMP2","TCGA-HC-7820-01",9.6928
"MMP2","TCGA-EJ-5525-01",11.9276
"MMP2","TCGA-4L-AA1F-01",14.4809
"MMP2","TCGA-EJ-7325-01",11.0785
"MMP2","TCGA-KK-A8I5-01",10.7819
"MMP2","TCGA-ZG-A9L5-01",9.3413
"MMP2","TCGA-G9-7525-01",11.3735
"MMP2","TCGA-XA-A8JR-01",10.9913
"MMP2","TCGA-HC-8257-01",11.1679
"MMP2","TCGA-KK-A8ID-01",8.2092
"MMP2","TCGA-YL-A9WJ-01",11.2587
"MMP2","TCGA-EJ-A6RA-01",10.587
"MMP2","TCGA-CH-5794-01",9.8932
"MMP2","TCGA-FC-A6HD-01",8.797
"MMP2","TCGA-EJ-A7NG-01",11.1477
"MMP2","TCGA-EJ-A65J-01",10.1438
"MMP2","TCGA-J4-A67T-01",10.1804
"MMP2","TCGA-V1-A8WV-01",11.1053
"MMP2","TCGA-V1-A9Z9-01",11.3952
"MMP2","TCGA-CH-5767-11",10.9031
"MMP2","TCGA-V1-A9OL-01",10.947
"MMP2","TCGA-G9-7519-01",10.9497
"MMP2","TCGA-ZG-A9MC-01",12.4182
"MMP2","TCGA-VN-A943-01",7.9321
"MMP2","TCGA-FC-A4JI-01",7.9012
"MMP2","TCGA-HC-8264-01",12.3079
"MMP2","TCGA-EJ-5507-01",9.9861
"MMP2","TCGA-EJ-5495-01",11.5314
"MMP2","TCGA-J9-A52D-01",8.3652
"MMP2","TCGA-V1-A8MU-01",11.9455
"MMP2","TCGA-EJ-5497-01",11.3613
"MMP2","TCGA-G9-6378-01",12.5152
"MMP2","TCGA-EJ-7797-01",10.4776
"MMP2","TCGA-ZG-A9L6-01",12.2819
"MMP2","TCGA-HC-A631-01",9.8721
"MMP2","TCGA-V1-A8WS-01",10.3738
"MMP2","TCGA-HC-A6AS-01",12.1039
"MMP2","TCGA-J9-A8CP-01",11.6543
"MMP2","TCGA-EJ-A8FO-11",12.1244
"MMP2","TCGA-YL-A8HL-01",9.2286
"MMP2","TCGA-EJ-A7NF-01",9.2764
"MMP2","TCGA-EJ-7218-01",10.2433
"MMP2","TCGA-HC-7740-01",11.2395
"MMP2","TCGA-KK-A7AY-01",9.9732
"MMP2","TCGA-CH-5790-01",9.7242
"MMP2","TCGA-CH-5769-01",10.9456
"MMP2","TCGA-WW-A8ZI-01",10.9484
"MMP2","TCGA-G9-6347-01",12.3472
"MMP2","TCGA-KK-A8IF-01",10.2846
"MMP2","TCGA-2A-A8VX-01",10.0382
"MMP2","TCGA-HC-7233-01",11.1355
"MMP2","TCGA-Y6-A8TL-01",11.2166
"MMP2","TCGA-XK-AAJP-01",9.5623
"MMP2","TCGA-HC-7748-01",11.4529
"MMP2","TCGA-XJ-A83H-01",9.7335
"MMP2","TCGA-KC-A7FD-01",9.0942
"MMP2","TCGA-FC-7961-01",12.1678
"MMP2","TCGA-EJ-A8FP-01",10.8475
"MMP2","TCGA-G9-A9S0-01",10.1067
"MMP2","TCGA-V1-A9OT-01",10.8251
"MMP2","TCGA-ZG-A9N3-01",8.7936
"MMP2","TCGA-G9-6363-11",11.5436
"MMP2","TCGA-VN-A88M-01",10.1854
"MMP2","TCGA-CH-5750-01",10.0631
"MMP2","TCGA-HC-7742-11",10.5002
"MMP2","TCGA-ZG-A9LU-01",10.3451
"MMP2","TCGA-J9-A8CL-01",12.2373
"MMP2","TCGA-HC-A6AO-01",8.9303
"MMP2","TCGA-VP-AA1N-01",11.8562
"MMP2","TCGA-KK-A6E7-01",10.1831
"MMP2","TCGA-KC-A7F6-01",10.4389
"MMP2","TCGA-HC-7211-01",9.9398
"MMP2","TCGA-KC-A4BV-01",12.4711
"MMP2","TCGA-KK-A8IH-01",10.5839
"MMP2","TCGA-2A-A8VV-01",10.3078
"MMP2","TCGA-QU-A6IM-01",9.6959
"MMP2","TCGA-XK-AAJT-01",11.5273
"MMP2","TCGA-HC-7210-01",11.3957
"MMP2","TCGA-ZG-A8QZ-01",12.0153
"MMP2","TCGA-ZG-A9ND-01",9.6006
"MMP2","TCGA-J4-A67O-01",11.5206
"MMP2","TCGA-XK-AAJ3-01",11.271
"MMP2","TCGA-YL-A8SB-01",12.9068
"MMP2","TCGA-HC-7738-11",12.0998
"MMP2","TCGA-G9-6385-01",11.3449
"MMP2","TCGA-YL-A8HM-01",10.2337
"MMP2","TCGA-X4-A8KS-01",11.0065
"MMP2","TCGA-EJ-7785-01",11.3
"MMP2","TCGA-HC-7752-01",10.2558
"MMP2","TCGA-YL-A8SP-01",10.3875
"MMP2","TCGA-EJ-5526-01",10.7289
"MMP2","TCGA-EJ-7314-01",9.8022
"MMP2","TCGA-J4-A67S-01",10.1128
"MMP2","TCGA-YJ-A8SW-01",10.1759
"MMP2","TCGA-V1-A9ZG-01",12.2445
"MMP2","TCGA-FC-A8O0-01",11.5326
"MMP2","TCGA-ZG-A9NI-01",12.4439
"MMP2","TCGA-G9-7510-01",11.5607
"MMP2","TCGA-EJ-5502-01",11.4802
"MMP2","TCGA-YL-A8S8-01",11.1995
"MMP2","TCGA-EJ-7327-11",11.0167
"MMP2","TCGA-X4-A8KQ-01",11.7172
"MMP2","TCGA-EJ-5516-01",11.0634
"MMP2","TCGA-CH-5748-01",9.8869
"MMP2","TCGA-HC-7078-01",10.3985
"MMP2","TCGA-ZG-A8QX-01",10.4485
"MMP2","TCGA-HC-7230-01",9.7809
"MMP2","TCGA-EJ-5542-01",11.508
"MMP2","TCGA-KK-A8I9-01",11.5341
"MMP2","TCGA-HC-8266-01",11.3989
"MMP2","TCGA-G9-6370-01",11.4407
"MMP2","TCGA-HC-7080-01",8.8162
"MMP2","TCGA-G9-6353-01",10.8825
"MMP2","TCGA-HC-8262-01",10.0015
"MMP2","TCGA-G9-6333-01",11.1286
"MMP2","TCGA-EJ-A46I-01",10.4068
"MMP2","TCGA-EJ-AB20-01",13.2292
"MMP2","TCGA-M7-A724-01",7.0497
"MMP2","TCGA-CH-5768-01",9.9408
"MMP2","TCGA-G9-6494-01",11.0819
"MMP2","TCGA-CH-5788-01",9.3657
"MMP2","TCGA-J4-A6M7-01",10.9595
"MMP2","TCGA-EJ-A8FU-01",11.7556
"MMP2","TCGA-M7-A721-01",10.9753
"MMP2","TCGA-G9-6496-01",10.6231
"MMP2","TCGA-TP-A8TV-01",9.9629
"MMP2","TCGA-QU-A6IP-01",10.3268
"MMP2","TCGA-J9-A8CN-01",10.3669
"MMP2","TCGA-EJ-5524-01",11.0661
"MMP2","TCGA-G9-6498-01",11.8885
"MMP2","TCGA-HC-A8D0-01",11.74
"MMP2","TCGA-V1-A8WN-01",10.1271
"MMP2","TCGA-EJ-7318-01",10.6825
"MMP2","TCGA-HC-7750-01",11.5902
"MMP2","TCGA-EJ-A65M-01",10.6041
"MMP2","TCGA-ZG-A8QW-01",11.4345
"MMP2","TCGA-CH-5754-01",10.9585
"MMP2","TCGA-EJ-5522-01",10.7357
"MMP2","TCGA-EJ-7792-11",11.818
"MMP2","TCGA-HC-8265-01",10.96
"MMP2","TCGA-EJ-5501-01",10.7473
"MMP2","TCGA-YL-A8SJ-01",12.4088
"MMP2","TCGA-ZG-A9L2-01",12.3456
"MMP2","TCGA-YL-A8HO-01",12.5435
"MMP2","TCGA-YL-A8SL-01",9.4535
"MMP2","TCGA-EJ-A46G-01",11.3312
"MMP2","TCGA-M7-A720-01",10.2716
"MMP2","TCGA-HC-8259-11",11.4642
"MMP2","TCGA-M7-A725-01",8.8903
"MMP2","TCGA-CH-5753-01",9.3572
"MMP2","TCGA-V1-A9O9-01",11.2326
"MMP2","TCGA-EJ-7125-01",10.6503
"MMP2","TCGA-G9-7522-01",11.0949
"MMP2","TCGA-XK-AAK1-01",9.8723
"MMP2","TCGA-G9-A9S7-01",9.7178
"MMP2","TCGA-EJ-A8FS-01",8.6445
"MMP2","TCGA-G9-6366-01",9.0842
"MMP2","TCGA-KC-A7F3-01",10.3874
"MMP2","TCGA-XJ-A9DI-01",11.262
"MMP2","TCGA-J4-A83J-11",11.8358
"MMP2","TCGA-EJ-7784-11",11.5658
"MMP2","TCGA-XJ-A9DK-01",11.7804
"MMP2","TCGA-HC-8256-01",10.0446
"MMP2","TCGA-KK-A59Z-01",11.4604
"MMP2","TCGA-KK-A7AU-01",7.1154
"MMP2","TCGA-G9-6356-11",10.765
"MMP2","TCGA-EJ-7331-01",11.953
"MMP2","TCGA-VP-A875-01",9.3047
"MMP2","TCGA-ZG-A9M4-01",10.4485
"MMP2","TCGA-V1-A8MM-01",11.5545
"MMP2","TCGA-EJ-5532-01",11.4254
"MMP2","TCGA-KK-A8IL-01",10.6106
"MMP2","TCGA-ZG-A9LM-01",12.0879
"MMP2","TCGA-V1-A8X3-01",11.163
"MMP2","TCGA-EJ-7317-11",10.4144
"MMP2","TCGA-EJ-7115-11",10.9185
"MMP2","TCGA-EJ-5518-01",11.2434
"MMP2","TCGA-QU-A6IL-01",9.6373
"MMP2","TCGA-2A-A8VT-01",9.6303
"MMP2","TCGA-HC-7081-01",12.4222
"MMP2","TCGA-YL-A8SC-01",10.482
"MMP2","TCGA-J4-A83J-01",10.8161
"MMP2","TCGA-J4-A6G1-01",12.5381
"MMP2","TCGA-HC-7231-01",10.4697
"MMP2","TCGA-G9-6339-01",10.4447
"MMP2","TCGA-HC-7232-01",10.6591
"MMP2","TCGA-HC-A6HX-01",11.3
"MMP2","TCGA-XJ-A9DQ-01",10.6196
"MMP2","TCGA-G9-6351-01",10.581
"MMP2","TCGA-EJ-5510-01",11.0235
"MMP2","TCGA-VP-A87D-01",9.4373
"MMP2","TCGA-QU-A6IO-01",9.8819
"MMP2","TCGA-EJ-7792-01",12.2509
"MMP2","TCGA-G9-6348-11",11.6897
"MMP2","TCGA-KK-A8IJ-01",10.6541
"MMP2","TCGA-G9-7509-01",10.5203
"MMP2","TCGA-CH-5765-01",9.5066
"MMP2","TCGA-KK-A6E1-01",9.0218
"MMP2","TCGA-CH-5791-01",9.8864
"MMP2","TCGA-V1-A9OX-01",10.7491
"MMP2","TCGA-V1-A9O5-01",11.2676
"MMP2","TCGA-HC-8216-01",10.199
"MMP2","TCGA-V1-A9OA-01",12.1265
"MMP2","TCGA-KC-A4BL-01",11.5114
"MMP2","TCGA-YL-A8SA-01",8.4695
"MMP2","TCGA-CH-5761-11",9.9916
"MMP2","TCGA-HC-7211-11",12.0729
"MMP2","TCGA-ZG-A9L9-01",12.2616
"MMP2","TCGA-HC-7077-01",9.2386
"MMP2","TCGA-J4-A67R-01",11.5061
"MMP2","TCGA-HC-7737-01",11.6058
"MMP2","TCGA-VP-A87K-01",9.416
"MMP2","TCGA-J9-A52B-01",10.9082
"MMP2","TCGA-V1-A8MG-01",11.2148
"MMP2","TCGA-KK-A8IM-01",11.0769
"MMP2","TCGA-CH-5769-11",11.1658
"MMP2","TCGA-EJ-AB27-01",10.2676
"MMP2","TCGA-EJ-5504-01",11.401
"MMP2","TCGA-G9-6377-01",10.6792
"MMP2","TCGA-HC-7737-11",13.2148
"MMP2","TCGA-HC-7742-01",10.8405
"MMP2","TCGA-EJ-A7NK-01",9.9275
"MMP2","TCGA-HC-7213-01",11.1052
"MMP2","TCGA-KK-A7AZ-01",10.4628
"MMP2","TCGA-EJ-7330-01",11.3309
"MMP2","TCGA-KK-A8IC-01",11.6599
"MMP2","TCGA-ZG-A9LN-01",12.1037
"MMP2","TCGA-KK-A59Y-01",9.757
"MMP2","TCGA-HC-A76W-01",12.4725
"MMP2","TCGA-KC-A7F5-01",8.6414
"MMP2","TCGA-VN-A88L-01",11.0889
"MMP2","TCGA-KK-A8IB-01",11.0203
"MMP2","TCGA-HC-7818-01",10.7082
"MMP2","TCGA-EJ-A46E-01",10.701
"MMP2","TCGA-HC-7745-01",12.1461
"MMP2","TCGA-EJ-5506-01",10.3532
"MMP2","TCGA-V1-A8WL-01",11.456
"MMP2","TCGA-KK-A8I6-01",10.1297
"MMP2","TCGA-TP-A8TT-01",11.2588
"MMP2","TCGA-G9-6499-01",9.8695
"MMP2","TCGA-HC-A6AN-01",10.6851
"MMP2","TCGA-VP-A87C-01",12.4115
"MMP2","TCGA-EJ-5496-01",9.4328
"MMP2","TCGA-KK-A6E6-01",11.4008
"MMP2","TCGA-EJ-7781-01",11.1446
"MMP2","TCGA-HI-7169-01",11.9979
"MMP2","TCGA-J4-A67N-01",9.8937
"MMP2","TCGA-EJ-7321-11",11.6464
"MMP2","TCGA-HC-A48F-01",10.4181
"MMP2","TCGA-G9-6371-01",10.2805
"MMP2","TCGA-EJ-7794-01",11.1962
"MMP2","TCGA-G9-6384-11",10.8286
"MMP2","TCGA-YL-A9WH-01",11.0065
"MMP2","TCGA-HC-7747-11",12.4477
"MMP2","TCGA-V1-A9ZR-01",12.4713
"MMP2","TCGA-EJ-7786-11",12.5824
"MMP2","TCGA-ZG-A9LZ-01",10.4947
"MMP2","TCGA-EJ-7315-11",12.7636
"MMP2","TCGA-HC-A9TH-01",11.6036
"MMP2","TCGA-V1-A9O7-01",11.9043
"MMP2","TCGA-HC-A6HY-01",10.0562
"MMP2","TCGA-CH-5739-01",11.6605
"MMP2","TCGA-XK-AAIV-01",11.7612
"MMP2","TCGA-J4-A6G3-01",11.1644
"MMP2","TCGA-KC-A7FA-01",10.9672
"MMP2","TCGA-HC-7749-01",11.131
"MMP2","TCGA-HC-8258-01",10.5858
"MMP2","TCGA-EJ-7797-11",11.8918
"MMP2","TCGA-HC-7079-01",13.115
"MMP2","TCGA-EJ-7123-11",12.5214
"MMP2","TCGA-2A-A8VO-01",10.6724
"MMP2","TCGA-M7-A71Z-01",8.723
"MMP2","TCGA-EJ-7788-01",12.168
"MMP2","TCGA-KK-A8I4-01",12.3405
"MMP2","TCGA-XJ-A83G-01",9.0924
"MMP2","TCGA-YL-A9WX-01",11.1224
"MMP2","TCGA-J4-A67L-01",11.1641
"MMP2","TCGA-2A-AAYF-01",10.367
"MMP2","TCGA-EJ-5505-01",9.9025
"MMP2","TCGA-V1-A9ZK-01",10.7949
"MMP2","TCGA-XJ-A9DX-01",10.6626
"MMP2","TCGA-V1-A9OY-01",11.4109
"MMP2","TCGA-VN-A88O-01",10.4179
"MMP2","TCGA-EJ-A46F-01",8.5952
"MMP2","TCGA-G9-6373-01",10.9811
"MMP2","TCGA-VN-A88R-01",10.0145
"MMP2","TCGA-G9-6379-01",11.7767
"MMP2","TCGA-CH-5737-01",8.883
"MMP2","TCGA-VP-A87B-01",10.5993
"MMP2","TCGA-HC-A8D1-01",11.4377
"MMP2","TCGA-J4-A83L-01",10.9434
"MMP2","TCGA-V1-A8WW-01",10.2605
"MMP2","TCGA-EJ-A8FO-01",10.6196
"MMP2","TCGA-QU-A6IN-01",9.7717
"MMP2","TCGA-FC-7708-01",12.4124
"MMP2","TCGA-YL-A8SH-01",10.1305
"MMP2","TCGA-KC-A7FE-01",11.9937
"MMP2","TCGA-V1-A8ML-01",11.3239
"MMP2","TCGA-HC-A6AQ-01",10.6329
"MMP2","TCGA-H9-A6BY-01",10.4189
"MMP2","TCGA-EJ-7314-11",11.4785
"MMP2","TCGA-KK-A6E8-01",9.3596
"MMP2","TCGA-HC-A6AP-01",11.4232
"MMP2","TCGA-EJ-7317-01",10.3586
"MMP2","TCGA-YL-A8S9-01",8.2228
"MMP2","TCGA-KK-A8IA-01",9.5786
"MMP2","TCGA-G9-6356-01",12.1606
"MMP2","TCGA-YL-A8SO-01",11.3425
"MMP2","TCGA-J4-A67Q-01",12.0109
"MMP2","TCGA-KK-A6E4-01",10.2577
"MMP2","TCGA-KK-A7B0-01",11.8713
"MMP2","TCGA-EJ-5511-01",11.1807
"MAPK3","TCGA-XJ-A83F-01",9.7217
"MAPK3","TCGA-G9-6348-01",10.237
"MAPK3","TCGA-CH-5766-01",9.8555
"MAPK3","TCGA-EJ-A65G-01",9.6423
"MAPK3","TCGA-G9-6354-01",10.0178
"MAPK3","TCGA-EJ-5527-01",9.8845
"MAPK3","TCGA-HC-8213-01",9.2709
"MAPK3","TCGA-Y6-A9XI-01",9.9987
