"Gene","sample_id","Expression"
"MAPK3","TCGA-EJ-7317-01",10.3326
"MAPK3","TCGA-YL-A8S9-01",9.372
"MAPK3","TCGA-KK-A8IA-01",10.1401
"MAPK3","TCGA-G9-6356-01",10.2076
"MAPK3","TCGA-YL-A8SO-01",10.3721
"MAPK3","TCGA-J4-A67Q-01",10.356
"MAPK3","TCGA-KK-A6E4-01",9.612
"MAPK3","TCGA-KK-A7B0-01",10.9522
"MAPK3","TCGA-EJ-5511-01",10.18
"MAPK1","TCGA-XJ-A83F-01",10.9075
"MAPK1","TCGA-G9-6348-01",11.5598
"MAPK1","TCGA-CH-5766-01",11.7268
"MAPK1","TCGA-EJ-A65G-01",11.415
"MAPK1","TCGA-G9-6354-01",10.9869
"MAPK1","TCGA-EJ-5527-01",11.716
"MAPK1","TCGA-HC-8213-01",11.7028
"MAPK1","TCGA-Y6-A9XI-01",11.7742
"MAPK1","TCGA-EJ-7125-11",11.5779
"MAPK1","TCGA-CH-5744-01",11.4009
"MAPK1","TCGA-EJ-7782-11",11.6859
"MAPK1","TCGA-HC-A9TE-01",11.2134
"MAPK1","TCGA-EJ-A7NJ-01",11.4981
"MAPK1","TCGA-SU-A7E7-01",11.5072
"MAPK1","TCGA-CH-5772-01",11.6188
"MAPK1","TCGA-HI-7168-01",11.6969
"MAPK1","TCGA-ZG-A9L0-01",11.4206
"MAPK1","TCGA-HC-7075-01",11.7435
"MAPK1","TCGA-V1-A9Z8-01",11.4184
"MAPK1","TCGA-KK-A7AW-01",9.3197
"MAPK1","TCGA-H9-A6BX-01",11.5353
"MAPK1","TCGA-YL-A9WY-01",11.6281
"MAPK1","TCGA-EJ-8469-01",11.6056
"MAPK1","TCGA-G9-6361-01",11.3466
"MAPK1","TCGA-HI-7171-01",10.8142
"MAPK1","TCGA-ZG-A8QY-01",11.5367
"MAPK1","TCGA-J9-A8CM-01",11.1912
"MAPK1","TCGA-HC-8258-11",11.2459
"MAPK1","TCGA-EJ-7328-11",11.9373
"MAPK1","TCGA-J9-A52C-01",11.1375
"MAPK1","TCGA-EJ-A65D-01",10.3942
"MAPK1","TCGA-G9-6336-01",11.4363
"MAPK1","TCGA-V1-A9O5-06",11.5694
"MAPK1","TCGA-J4-A67K-01",10.5527
"MAPK1","TCGA-HC-8260-11",11.7449
"MAPK1","TCGA-2A-A8W1-01",11.4869
"MAPK1","TCGA-HC-7819-01",11.7158
"MAPK1","TCGA-VN-A88N-01",11.5804
"MAPK1","TCGA-VP-A87J-01",10.9204
"MAPK1","TCGA-2A-A8VL-01",11.4944
"MAPK1","TCGA-EJ-A46D-01",11.2659
"MAPK1","TCGA-HC-7821-01",11.617
"MAPK1","TCGA-HC-A8CY-01",11.4288
"MAPK1","TCGA-EJ-7315-01",11.7364
"MAPK1","TCGA-FC-A5OB-01",11.9901
"MAPK1","TCGA-V1-A9ZI-01",10.9317
"MAPK1","TCGA-FC-A66V-01",10.5862
"MAPK1","TCGA-ZG-A9LS-01",11.3275
"MAPK1","TCGA-J9-A52E-01",10.8434
"MAPK1","TCGA-G9-6362-01",10.9794
"MAPK1","TCGA-KK-A59X-01",11.5167
"MAPK1","TCGA-EJ-7781-11",12.0854
"MAPK1","TCGA-M7-A723-01",11.0341
"MAPK1","TCGA-HC-A6AL-01",10.843
"MAPK1","TCGA-G9-6333-11",11.3379
"MAPK1","TCGA-EJ-A8FN-01",11.5671
"MAPK1","TCGA-XK-AAJA-01",11.1944
"MAPK1","TCGA-EJ-5531-01",11.6706
"MAPK1","TCGA-EJ-A6RC-01",11.5133
"MAPK1","TCGA-2A-A8W3-01",11.6815
"MAPK1","TCGA-EJ-A46B-01",11.5534
"MAPK1","TCGA-KK-A8IK-01",11.2859
"MAPK1","TCGA-XK-AAIR-01",11.7307
"MAPK1","TCGA-J9-A8CK-01",10.9672
"MAPK1","TCGA-EJ-8470-01",11.6812
"MAPK1","TCGA-KK-A7B4-01",11.3374
"MAPK1","TCGA-EJ-5499-01",11.8743
"MAPK1","TCGA-KK-A7AP-01",11.0503
"MAPK1","TCGA-EJ-7330-11",11.7627
"MAPK1","TCGA-CH-5764-01",11.9677
"MAPK1","TCGA-EJ-7789-01",11.9455
"MAPK1","TCGA-EJ-7789-11",11.7946
"MAPK1","TCGA-J4-AAU2-01",11.3787
"MAPK1","TCGA-XQ-A8TB-01",11.7245
"MAPK1","TCGA-VP-A87E-01",11.4106
"MAPK1","TCGA-EJ-7793-01",11.8023
"MAPK1","TCGA-YL-A9WI-01",11.4493
"MAPK1","TCGA-EJ-7321-01",11.7703
"MAPK1","TCGA-KK-A8I7-01",11.5893
"MAPK1","TCGA-ZG-A9L4-01",11.4586
"MAPK1","TCGA-CH-5789-01",11.8568
"MAPK1","TCGA-EJ-7785-11",11.6927
"MAPK1","TCGA-YL-A8HK-01",11.312
"MAPK1","TCGA-G9-6329-01",11.3707
"MAPK1","TCGA-XQ-A8TA-01",10.4223
"MAPK1","TCGA-2A-AAYU-01",11.5798
"MAPK1","TCGA-HC-8261-01",11.6191
"MAPK1","TCGA-EJ-5503-01",11.7503
"MAPK1","TCGA-KK-A5A1-01",11.5751
"MAPK1","TCGA-EJ-8468-01",11.7997
"MAPK1","TCGA-EJ-7782-01",11.9117
"MAPK1","TCGA-HC-7212-01",11.8107
"MAPK1","TCGA-KK-A7AQ-01",10.6265
"MAPK1","TCGA-EJ-7791-01",11.8815
"MAPK1","TCGA-J4-A83K-01",11.4178
"MAPK1","TCGA-VN-A88Q-01",11.1298
"MAPK1","TCGA-EJ-5498-01",11.9625
"MAPK1","TCGA-ZG-A9LY-01",11.0716
"MAPK1","TCGA-VP-A876-01",11.1936
"MAPK1","TCGA-V1-A8MK-01",11.5366
"MAPK1","TCGA-YL-A8SF-01",11.462
"MAPK1","TCGA-KK-A8I8-01",11.2785
"MAPK1","TCGA-EJ-7331-11",12.1109
"MAPK1","TCGA-HC-7740-11",11.3808
"MAPK1","TCGA-KK-A7AV-01",11.2409
"MAPK1","TCGA-YL-A8SI-01",11.5483
"MAPK1","TCGA-TK-A8OK-01",11.6944
"MAPK1","TCGA-EJ-5508-01",11.8994
"MAPK1","TCGA-VP-A879-01",11.4314
"MAPK1","TCGA-ZG-A9L1-01",11.3968
"MAPK1","TCGA-KK-A6E3-01",10.9383
"MAPK1","TCGA-G9-6342-01",11.6328
"MAPK1","TCGA-EJ-5515-01",12.2058
"MAPK1","TCGA-G9-6364-01",11.8823
"MAPK1","TCGA-G9-6332-01",11.6297
"MAPK1","TCGA-YL-A8SR-01",11.5951
"MAPK1","TCGA-EJ-7783-11",11.8049
"MAPK1","TCGA-KK-A6E5-01",11.3943
"MAPK1","TCGA-EJ-7783-01",11.6441
"MAPK1","TCGA-HC-7752-11",11.593
"MAPK1","TCGA-J4-A83I-01",11.5997
"MAPK1","TCGA-KK-A8II-01",11.5881
"MAPK1","TCGA-CH-5743-01",11.4256
"MAPK1","TCGA-EJ-5509-01",11.9352
"MAPK1","TCGA-KK-A59V-01",10.9671
"MAPK1","TCGA-CH-5771-01",11.5755
"MAPK1","TCGA-J4-A83N-01",11.1489
"MAPK1","TCGA-EJ-8472-01",11.166
"MAPK1","TCGA-EJ-A65E-01",11.6375
"MAPK1","TCGA-YL-A8HJ-01",11.557
"MAPK1","TCGA-HC-7745-11",11.5856
"MAPK1","TCGA-XK-AAIW-01",11.7073
"MAPK1","TCGA-V1-A9Z7-01",11.6119
"MAPK1","TCGA-HC-8259-01",11.5115
"MAPK1","TCGA-VP-A87H-01",11.1795
"MAPK1","TCGA-J4-A67M-01",10.5992
"MAPK1","TCGA-HC-7819-11",11.9447
"MAPK1","TCGA-KK-A6E0-01",11.6198
"MAPK1","TCGA-HC-7738-01",11.7386
"MAPK1","TCGA-EJ-5517-01",12.0601
"MAPK1","TCGA-VP-A872-01",11.1016
"MAPK1","TCGA-VN-A88I-01",11.2534
"MAPK1","TCGA-KK-A7B2-01",10.5881
"MAPK1","TCGA-KC-A4BR-01",11.2589
"MAPK1","TCGA-YL-A9WK-01",11.2525
"MAPK1","TCGA-EJ-5514-01",12.3734
"MAPK1","TCGA-G9-7521-01",12.0427
"MAPK1","TCGA-V1-A8MF-01",11.3648
"MAPK1","TCGA-MG-AAMC-01",10.7266
"MAPK1","TCGA-VN-A88P-01",11.5466
"MAPK1","TCGA-HC-7736-01",11.693
"MAPK1","TCGA-YL-A8SQ-01",11.1598
"MAPK1","TCGA-EJ-A65B-01",10.6947
"MAPK1","TCGA-VN-A88K-01",11.0492
"MAPK1","TCGA-EJ-A46H-01",11.5054
"MAPK1","TCGA-CH-5761-01",12.1954
"MAPK1","TCGA-J4-A83M-01",11.186
"MAPK1","TCGA-EJ-A65F-01",11.3946
"MAPK1","TCGA-ZG-A9KY-01",11.6848
"MAPK1","TCGA-KK-A8IG-01",11.4811
"MAPK1","TCGA-CH-5738-01",11.6069
"MAPK1","TCGA-G9-A9S4-01",10.9687
"MAPK1","TCGA-J4-8198-01",11.7104
"MAPK1","TCGA-CH-5745-01",11.6107
"MAPK1","TCGA-EJ-7784-01",11.6085
"MAPK1","TCGA-V1-A9OH-01",11.5215
"MAPK1","TCGA-G9-6343-01",11.2997
"MAPK1","TCGA-EJ-7327-01",11.9207
"MAPK1","TCGA-G9-6362-11",10.7461
"MAPK1","TCGA-KK-A7B3-01",11.0953
"MAPK1","TCGA-EJ-7793-11",11.8582
"MAPK1","TCGA-G9-6363-01",11.2719
"MAPK1","TCGA-CH-5768-11",11.6491
"MAPK1","TCGA-G9-6365-11",11.0288
"MAPK1","TCGA-XK-AAJR-01",11.6213
"MAPK1","TCGA-M7-A722-01",9.9417
"MAPK1","TCGA-HC-7817-01",11.6643
"MAPK1","TCGA-KK-A6E2-01",11.5512
"MAPK1","TCGA-HC-8260-01",11.4951
"MAPK1","TCGA-G9-6367-01",11.8321
"MAPK1","TCGA-G9-6369-01",11.3424
"MAPK1","TCGA-G9-6338-01",11.0275
"MAPK1","TCGA-HC-8262-11",11.3194
"MAPK1","TCGA-XK-AAJU-01",11.374
"MAPK1","TCGA-EJ-7786-01",11.9556
"MAPK1","TCGA-HC-7209-01",11.7417
"MAPK1","TCGA-CH-5792-01",11.7943
"MAPK1","TCGA-CH-5751-01",11.6548
"MAPK1","TCGA-HC-A4ZV-01",11.3636
"MAPK1","TCGA-J4-8200-01",11.8139
"MAPK1","TCGA-2A-AAYO-01",11.477
"MAPK1","TCGA-HC-A632-01",11.9003
"MAPK1","TCGA-G9-6496-11",11.3904
"MAPK1","TCGA-EJ-5519-01",12.1371
"MAPK1","TCGA-YL-A8SK-01",11.3333
"MAPK1","TCGA-J4-AATV-01",11.3209
"MAPK1","TCGA-HI-7170-01",11.4939
"MAPK1","TCGA-CH-5752-01",12.0005
"MAPK1","TCGA-EJ-7312-01",11.1173
"MAPK1","TCGA-KK-A6DY-01",11.4433
"MAPK1","TCGA-G9-6384-01",11.7301
"MAPK1","TCGA-CH-5767-01",11.8637
"MAPK1","TCGA-YL-A9WL-01",11.3298
"MAPK1","TCGA-ZG-A9LB-01",10.9836
"MAPK1","TCGA-HC-7744-01",11.8288
"MAPK1","TCGA-H9-7775-01",11.7131
"MAPK1","TCGA-EJ-7794-11",11.7441
"MAPK1","TCGA-KC-A4BN-01",11.5172
"MAPK1","TCGA-KK-A7B1-01",11.2974
"MAPK1","TCGA-EJ-7123-01",11.9134
"MAPK1","TCGA-CH-5746-01",11.8218
"MAPK1","TCGA-V1-A8MJ-01",10.8261
"MAPK1","TCGA-J4-AATZ-01",11.8463
"MAPK1","TCGA-HC-A76X-01",11.2685
"MAPK1","TCGA-CH-5763-01",11.6988
"MAPK1","TCGA-G9-7523-01",11.7598
"MAPK1","TCGA-EJ-A7NM-01",11.1858
"MAPK1","TCGA-VP-A878-01",11.1898
"MAPK1","TCGA-EJ-7115-01",11.7335
"MAPK1","TCGA-EJ-5530-01",11.7678
"MAPK1","TCGA-EJ-A7NN-01",11.3627
"MAPK1","TCGA-EJ-A7NH-01",11.3649
"MAPK1","TCGA-CH-5762-01",11.904
"MAPK1","TCGA-G9-6365-01",11.5046
"MAPK1","TCGA-CH-5741-01",11.1514
"MAPK1","TCGA-EJ-5512-01",11.7478
"MAPK1","TCGA-V1-A9OQ-01",11.1191
"MAPK1","TCGA-EJ-8474-01",11.6526
"MAPK1","TCGA-EJ-7328-01",11.3133
"MAPK1","TCGA-M7-A71Y-01",10.6773
"MAPK1","TCGA-CH-5740-01",11.5285
"MAPK1","TCGA-EJ-5521-01",11.6519
"MAPK1","TCGA-EJ-5494-01",12.0436
"MAPK1","TCGA-G9-6351-11",11.5732
"MAPK1","TCGA-G9-6342-11",11.6717
"MAPK1","TCGA-V1-A9OF-01",11.6778
"MAPK1","TCGA-HC-7747-01",11.5177
"MAPK1","TCGA-G9-6499-11",11.5184
"MAPK1","TCGA-HC-7820-01",11.4836
"MAPK1","TCGA-EJ-5525-01",11.9562
"MAPK1","TCGA-4L-AA1F-01",11.5133
"MAPK1","TCGA-EJ-7325-01",10.0325
"MAPK1","TCGA-KK-A8I5-01",11.4991
"MAPK1","TCGA-ZG-A9L5-01",11.7225
"MAPK1","TCGA-G9-7525-01",11.3595
"MAPK1","TCGA-XA-A8JR-01",11.575
"MAPK1","TCGA-HC-8257-01",11.6055
"MAPK1","TCGA-KK-A8ID-01",12.113
"MAPK1","TCGA-YL-A9WJ-01",11.5728
"MAPK1","TCGA-EJ-A6RA-01",11.0642
"MAPK1","TCGA-CH-5794-01",11.6033
"MAPK1","TCGA-FC-A6HD-01",10.8361
"MAPK1","TCGA-EJ-A7NG-01",11.4388
"MAPK1","TCGA-EJ-A65J-01",11.7045
"MAPK1","TCGA-J4-A67T-01",11.3601
"MAPK1","TCGA-V1-A8WV-01",11.0756
"MAPK1","TCGA-V1-A9Z9-01",11.4767
"MAPK1","TCGA-CH-5767-11",11.5016
"MAPK1","TCGA-V1-A9OL-01",11.201
"MAPK1","TCGA-G9-7519-01",11.7899
"MAPK1","TCGA-ZG-A9MC-01",11.1152
"MAPK1","TCGA-VN-A943-01",11.6776
"MAPK1","TCGA-FC-A4JI-01",11.7996
"MAPK1","TCGA-HC-8264-01",11.9696
"MAPK1","TCGA-EJ-5507-01",12.0074
"MAPK1","TCGA-EJ-5495-01",11.9506
"MAPK1","TCGA-J9-A52D-01",11.7374
"MAPK1","TCGA-V1-A8MU-01",11.4518
"MAPK1","TCGA-EJ-5497-01",12.0663
"MAPK1","TCGA-G9-6378-01",11.7396
"MAPK1","TCGA-EJ-7797-01",11.6236
"MAPK1","TCGA-ZG-A9L6-01",11.5707
"MAPK1","TCGA-HC-A631-01",11.8273
"MAPK1","TCGA-V1-A8WS-01",11.6456
"MAPK1","TCGA-HC-A6AS-01",10.5469
"MAPK1","TCGA-J9-A8CP-01",11.206
"MAPK1","TCGA-EJ-A8FO-11",11.4175
"MAPK1","TCGA-YL-A8HL-01",11.5859
"MAPK1","TCGA-EJ-A7NF-01",11.2348
"MAPK1","TCGA-EJ-7218-01",11.552
"MAPK1","TCGA-HC-7740-01",11.744
"MAPK1","TCGA-KK-A7AY-01",10.5876
"MAPK1","TCGA-CH-5790-01",11.765
"MAPK1","TCGA-CH-5769-01",11.6611
"MAPK1","TCGA-WW-A8ZI-01",12.1025
"MAPK1","TCGA-G9-6347-01",10.5973
"MAPK1","TCGA-KK-A8IF-01",11.2521
"MAPK1","TCGA-2A-A8VX-01",11.1432
"MAPK1","TCGA-HC-7233-01",11.9074
"MAPK1","TCGA-Y6-A8TL-01",11.3927
"MAPK1","TCGA-XK-AAJP-01",11.3717
"MAPK1","TCGA-HC-7748-01",11.8314
"MAPK1","TCGA-XJ-A83H-01",11.2373
"MAPK1","TCGA-KC-A7FD-01",11.2909
"MAPK1","TCGA-FC-7961-01",11.8868
"MAPK1","TCGA-EJ-A8FP-01",11.4425
"MAPK1","TCGA-G9-A9S0-01",10.7534
"MAPK1","TCGA-V1-A9OT-01",10.3845
"MAPK1","TCGA-ZG-A9N3-01",11.1401
"MAPK1","TCGA-G9-6363-11",11.6388
"MAPK1","TCGA-VN-A88M-01",10.9298
"MAPK1","TCGA-CH-5750-01",11.6067
"MAPK1","TCGA-HC-7742-11",11.7478
"MAPK1","TCGA-ZG-A9LU-01",10.7747
"MAPK1","TCGA-J9-A8CL-01",11.1802
"MAPK1","TCGA-HC-A6AO-01",10.7387
"MAPK1","TCGA-VP-AA1N-01",11.4958
"MAPK1","TCGA-KK-A6E7-01",11.2105
"MAPK1","TCGA-KC-A7F6-01",11.0924
"MAPK1","TCGA-HC-7211-01",12.1195
"MAPK1","TCGA-KC-A4BV-01",11.624
"MAPK1","TCGA-KK-A8IH-01",11.5114
"MAPK1","TCGA-2A-A8VV-01",11.3793
"MAPK1","TCGA-QU-A6IM-01",9.9482
"MAPK1","TCGA-XK-AAJT-01",11.1121
"MAPK1","TCGA-HC-7210-01",11.9188
"MAPK1","TCGA-ZG-A8QZ-01",11.2214
"MAPK1","TCGA-ZG-A9ND-01",11.306
"MAPK1","TCGA-J4-A67O-01",10.2024
"MAPK1","TCGA-XK-AAJ3-01",11.4867
"MAPK1","TCGA-YL-A8SB-01",11.5678
"MAPK1","TCGA-HC-7738-11",11.4906
"MAPK1","TCGA-G9-6385-01",11.689
"MAPK1","TCGA-YL-A8HM-01",11.4424
"MAPK1","TCGA-X4-A8KS-01",10.5679
"MAPK1","TCGA-EJ-7785-01",11.8514
"MAPK1","TCGA-HC-7752-01",10.7747
"MAPK1","TCGA-YL-A8SP-01",10.7115
"MAPK1","TCGA-EJ-5526-01",11.9118
"MAPK1","TCGA-EJ-7314-01",11.471
"MAPK1","TCGA-J4-A67S-01",10.4956
"MAPK1","TCGA-YJ-A8SW-01",11.55
"MAPK1","TCGA-V1-A9ZG-01",11.6085
"MAPK1","TCGA-FC-A8O0-01",11.3015
"MAPK1","TCGA-ZG-A9NI-01",11.3462
"MAPK1","TCGA-G9-7510-01",11.6738
"MAPK1","TCGA-EJ-5502-01",11.8435
"MAPK1","TCGA-YL-A8S8-01",11.2576
"MAPK1","TCGA-EJ-7327-11",12.1032
"MAPK1","TCGA-X4-A8KQ-01",10.6563
"MAPK1","TCGA-EJ-5516-01",12.0137
"MAPK1","TCGA-CH-5748-01",11.9459
"MAPK1","TCGA-HC-7078-01",11.4882
"MAPK1","TCGA-ZG-A8QX-01",11.5767
"MAPK1","TCGA-HC-7230-01",11.7789
"MAPK1","TCGA-EJ-5542-01",12.11
"MAPK1","TCGA-KK-A8I9-01",11.1314
"MAPK1","TCGA-HC-8266-01",11.5219
"MAPK1","TCGA-G9-6370-01",11.6953
"MAPK1","TCGA-HC-7080-01",11.4883
"MAPK1","TCGA-G9-6353-01",11.5094
"MAPK1","TCGA-HC-8262-01",11.5465
"MAPK1","TCGA-G9-6333-01",11.5223
"MAPK1","TCGA-EJ-A46I-01",11.5086
"MAPK1","TCGA-EJ-AB20-01",10.9666
"MAPK1","TCGA-M7-A724-01",11.0493
"MAPK1","TCGA-CH-5768-01",11.6933
"MAPK1","TCGA-G9-6494-01",12.0317
"MAPK1","TCGA-CH-5788-01",11.6906
"MAPK1","TCGA-J4-A6M7-01",11.4131
"MAPK1","TCGA-EJ-A8FU-01",11.4969
"MAPK1","TCGA-M7-A721-01",11.5193
"MAPK1","TCGA-G9-6496-01",11.0358
"MAPK1","TCGA-TP-A8TV-01",11.4524
"MAPK1","TCGA-QU-A6IP-01",11.1182
"MAPK1","TCGA-J9-A8CN-01",11.3798
"MAPK1","TCGA-EJ-5524-01",12.0692
"MAPK1","TCGA-G9-6498-01",11.4857
"MAPK1","TCGA-HC-A8D0-01",11.1832
"MAPK1","TCGA-V1-A8WN-01",11.7599
"MAPK1","TCGA-EJ-7318-01",10.8803
"MAPK1","TCGA-HC-7750-01",11.5455
"MAPK1","TCGA-EJ-A65M-01",11.0184
"MAPK1","TCGA-ZG-A8QW-01",10.8609
"MAPK1","TCGA-CH-5754-01",10.8941
"MAPK1","TCGA-EJ-5522-01",12.0922
"MAPK1","TCGA-EJ-7792-11",11.7675
"MAPK1","TCGA-HC-8265-01",11.6464
"MAPK1","TCGA-EJ-5501-01",11.7237
"MAPK1","TCGA-YL-A8SJ-01",11.6014
"MAPK1","TCGA-ZG-A9L2-01",11.6073
"MAPK1","TCGA-YL-A8HO-01",11.3027
"MAPK1","TCGA-YL-A8SL-01",10.8812
"MAPK1","TCGA-EJ-A46G-01",11.7008
"MAPK1","TCGA-M7-A720-01",11.4141
"MAPK1","TCGA-HC-8259-11",11.7743
"MAPK1","TCGA-M7-A725-01",10.8987
"MAPK1","TCGA-CH-5753-01",11.178
"MAPK1","TCGA-V1-A9O9-01",11.5482
"MAPK1","TCGA-EJ-7125-01",12.0968
"MAPK1","TCGA-G9-7522-01",11.7021
"MAPK1","TCGA-XK-AAK1-01",11.0267
"MAPK1","TCGA-G9-A9S7-01",11.3465
"MAPK1","TCGA-EJ-A8FS-01",11.6156
"MAPK1","TCGA-G9-6366-01",11.7464
"MAPK1","TCGA-KC-A7F3-01",11.3562
"MAPK1","TCGA-XJ-A9DI-01",11.1491
"MAPK1","TCGA-J4-A83J-11",11.1706
"MAPK1","TCGA-EJ-7784-11",11.8135
"MAPK1","TCGA-XJ-A9DK-01",11.2601
"MAPK1","TCGA-HC-8256-01",11.811
"MAPK1","TCGA-KK-A59Z-01",11.3989
"MAPK1","TCGA-KK-A7AU-01",11.2267
"MAPK1","TCGA-G9-6356-11",11.2526
"MAPK1","TCGA-EJ-7331-01",12.1196
"MAPK1","TCGA-VP-A875-01",11.4349
"MAPK1","TCGA-ZG-A9M4-01",11.3722
"MAPK1","TCGA-V1-A8MM-01",11.2104
"MAPK1","TCGA-EJ-5532-01",12.0711
"MAPK1","TCGA-KK-A8IL-01",11.2673
"MAPK1","TCGA-ZG-A9LM-01",11.0818
"MAPK1","TCGA-V1-A8X3-01",11.3964
"MAPK1","TCGA-EJ-7317-11",12.0309
"MAPK1","TCGA-EJ-7115-11",11.6318
"MAPK1","TCGA-EJ-5518-01",11.8423
"MAPK1","TCGA-QU-A6IL-01",10.0507
"MAPK1","TCGA-2A-A8VT-01",11.2881
"MAPK1","TCGA-HC-7081-01",11.8383
"MAPK1","TCGA-YL-A8SC-01",11.5867
"MAPK1","TCGA-J4-A83J-01",11.3393
"MAPK1","TCGA-J4-A6G1-01",11.2375
"MAPK1","TCGA-HC-7231-01",11.9108
"MAPK1","TCGA-G9-6339-01",11.2675
"MAPK1","TCGA-HC-7232-01",11.7359
"MAPK1","TCGA-HC-A6HX-01",10.1287
"MAPK1","TCGA-XJ-A9DQ-01",11.0544
"MAPK1","TCGA-G9-6351-01",11.5686
"MAPK1","TCGA-EJ-5510-01",11.8734
"MAPK1","TCGA-VP-A87D-01",11.7209
"MAPK1","TCGA-QU-A6IO-01",10.1835
"MAPK1","TCGA-EJ-7792-01",11.8896
"MAPK1","TCGA-G9-6348-11",11.5698
"MAPK1","TCGA-KK-A8IJ-01",11.8875
"MAPK1","TCGA-G9-7509-01",11.6168
"MAPK1","TCGA-CH-5765-01",12.0696
"MAPK1","TCGA-KK-A6E1-01",11.5391
"MAPK1","TCGA-CH-5791-01",11.5252
"MAPK1","TCGA-V1-A9OX-01",11.2088
"MAPK1","TCGA-V1-A9O5-01",11.2802
"MAPK1","TCGA-HC-8216-01",11.538
"MAPK1","TCGA-V1-A9OA-01",11.0841
"MAPK1","TCGA-KC-A4BL-01",11.3708
"MAPK1","TCGA-YL-A8SA-01",11.509
"MAPK1","TCGA-CH-5761-11",11.573
"MAPK1","TCGA-HC-7211-11",11.1785
"MAPK1","TCGA-ZG-A9L9-01",11.1347
"MAPK1","TCGA-HC-7077-01",11.9174
"MAPK1","TCGA-J4-A67R-01",10.5597
"MAPK1","TCGA-HC-7737-01",11.6272
"MAPK1","TCGA-VP-A87K-01",11.1406
"MAPK1","TCGA-J9-A52B-01",11.1933
"MAPK1","TCGA-V1-A8MG-01",11.1098
"MAPK1","TCGA-KK-A8IM-01",11.5792
"MAPK1","TCGA-CH-5769-11",11.656
"MAPK1","TCGA-EJ-AB27-01",11.6942
"MAPK1","TCGA-EJ-5504-01",11.8871
"MAPK1","TCGA-G9-6377-01",11.6773
"MAPK1","TCGA-HC-7737-11",11.4631
"MAPK1","TCGA-HC-7742-01",11.8708
"MAPK1","TCGA-EJ-A7NK-01",11.2664
"MAPK1","TCGA-HC-7213-01",11.3767
"MAPK1","TCGA-KK-A7AZ-01",10.7542
"MAPK1","TCGA-EJ-7330-01",11.8913
"MAPK1","TCGA-KK-A8IC-01",11.4975
"MAPK1","TCGA-ZG-A9LN-01",11.3601
"MAPK1","TCGA-KK-A59Y-01",11.3573
"MAPK1","TCGA-HC-A76W-01",11.3886
"MAPK1","TCGA-KC-A7F5-01",10.8859
"MAPK1","TCGA-VN-A88L-01",11.366
"MAPK1","TCGA-KK-A8IB-01",11.076
"MAPK1","TCGA-HC-7818-01",11.7435
"MAPK1","TCGA-EJ-A46E-01",11.044
"MAPK1","TCGA-HC-7745-01",11.556
"MAPK1","TCGA-EJ-5506-01",11.8442
"MAPK1","TCGA-V1-A8WL-01",11.5846
"MAPK1","TCGA-KK-A8I6-01",11.3276
"MAPK1","TCGA-TP-A8TT-01",11.5635
"MAPK1","TCGA-G9-6499-01",11.4283
"MAPK1","TCGA-HC-A6AN-01",10.759
"MAPK1","TCGA-VP-A87C-01",11.4703
"MAPK1","TCGA-EJ-5496-01",11.7704
"MAPK1","TCGA-KK-A6E6-01",11.4022
"MAPK1","TCGA-EJ-7781-01",12.215
"MAPK1","TCGA-HI-7169-01",11.1036
"MAPK1","TCGA-J4-A67N-01",10.7429
"MAPK1","TCGA-EJ-7321-11",11.7186
"MAPK1","TCGA-HC-A48F-01",11.7074
"MAPK1","TCGA-G9-6371-01",11.6489
"MAPK1","TCGA-EJ-7794-01",11.8943
"MAPK1","TCGA-G9-6384-11",11.6178
"MAPK1","TCGA-YL-A9WH-01",11.4462
"MAPK1","TCGA-HC-7747-11",11.3654
"MAPK1","TCGA-V1-A9ZR-01",11.1716
"MAPK1","TCGA-EJ-7786-11",11.9076
"MAPK1","TCGA-ZG-A9LZ-01",11.4666
"MAPK1","TCGA-EJ-7315-11",11.9103
"MAPK1","TCGA-HC-A9TH-01",11.7741
"MAPK1","TCGA-V1-A9O7-01",11.3675
"MAPK1","TCGA-HC-A6HY-01",10.7824
"MAPK1","TCGA-CH-5739-01",11.8574
"MAPK1","TCGA-XK-AAIV-01",10.8683
"MAPK1","TCGA-J4-A6G3-01",11.4984
"MAPK1","TCGA-KC-A7FA-01",11.32
"MAPK1","TCGA-HC-7749-01",11.073
"MAPK1","TCGA-HC-8258-01",11.4317
"MAPK1","TCGA-EJ-7797-11",11.6684
"MAPK1","TCGA-HC-7079-01",11.4289
"MAPK1","TCGA-EJ-7123-11",12.4363
"MAPK1","TCGA-2A-A8VO-01",11.2579
"MAPK1","TCGA-M7-A71Z-01",10.9749
"MAPK1","TCGA-EJ-7788-01",11.9938
"MAPK1","TCGA-KK-A8I4-01",10.9781
"MAPK1","TCGA-XJ-A83G-01",11.0499
"MAPK1","TCGA-YL-A9WX-01",11.4732
"MAPK1","TCGA-J4-A67L-01",10.974
"MAPK1","TCGA-2A-AAYF-01",11.5319
"MAPK1","TCGA-EJ-5505-01",12.1861
"MAPK1","TCGA-V1-A9ZK-01",11.774
"MAPK1","TCGA-XJ-A9DX-01",10.5611
"MAPK1","TCGA-V1-A9OY-01",11.2673
"MAPK1","TCGA-VN-A88O-01",11.4326
"MAPK1","TCGA-EJ-A46F-01",10.2812
"MAPK1","TCGA-G9-6373-01",11.3353
"MAPK1","TCGA-VN-A88R-01",10.9925
"MAPK1","TCGA-G9-6379-01",10.3635
