"sample_id","MMP9","MMP2","MAPK3","MAPK1","TWIST1","SNAI1"
"TCGA-EJ-5516-01",6.5256,11.0634,9.7199,12.0137,6.393,5.0966
"TCGA-CH-5748-01",7.0346,9.8869,9.3327,11.9459,7.1407,3.9631
"TCGA-HC-7078-01",6.959,10.3985,10.4464,11.4882,5.4843,6.4752
"TCGA-ZG-A8QX-01",6.1877,10.4485,9.9976,11.5767,7.7234,4.8751
"TCGA-HC-7230-01",7.5521,9.7809,9.8821,11.7789,7.3602,4.55
"TCGA-EJ-5542-01",5.7756,11.508,9.4499,12.11,8.8854,4.5474
"TCGA-KK-A8I9-01",7.4829,11.5341,10.2957,11.1314,7.3887,7.5676
"TCGA-HC-8266-01",8.0811,11.3989,10.0837,11.5219,5.689,5.1972
"TCGA-G9-6370-01",6.8702,11.4407,10.7232,11.6953,3.8159,5.8206
"TCGA-HC-7080-01",6.0215,8.8162,10.1326,11.4883,7.8368,4.6555
"TCGA-G9-6353-01",5.2473,10.8825,10.4704,11.5094,6.9387,6.768
"TCGA-HC-8262-01",5.8388,10.0015,9.7207,11.5465,8.2919,4.6251
"TCGA-G9-6333-01",5.5007,11.1286,9.9375,11.5223,5.1506,6.9287
"TCGA-EJ-A46I-01",4.4397,10.4068,10.1924,11.5086,7.3297,4.5851
"TCGA-EJ-AB20-01",4.4644,13.2292,10.9953,10.9666,7.6599,6.4145
"TCGA-M7-A724-01",6.3629,7.0497,9.5637,11.0493,3.8305,5.6555
"TCGA-CH-5768-01",8.9308,9.9408,9.3748,11.6933,7.6717,4.3129
"TCGA-G9-6494-01",4.0525,11.0819,10.1363,12.0317,8.6028,4.1221
"TCGA-CH-5788-01",8.7149,9.3657,9.4648,11.6906,9.3435,4.6328
"TCGA-J4-A6M7-01",7.4883,10.9595,9.6399,11.4131,9.196,4.3416
"TCGA-EJ-A8FU-01",6.7284,11.7556,10.0837,11.4969,7.4918,6.1209
"TCGA-M7-A721-01",8.3633,10.9753,10.0392,11.5193,6.9569,5.1531
"TCGA-G9-6496-01",5.5539,10.6231,10.1729,11.0358,6.6458,5.9887
"TCGA-TP-A8TV-01",6.1772,9.9629,9.8731,11.4524,8.1491,3.9033
"TCGA-QU-A6IP-01",8.674,10.3268,10.0091,11.1182,8.0689,5.2875
"TCGA-J9-A8CN-01",5.8009,10.3669,10.0796,11.3798,8.7835,5.1998
"TCGA-EJ-5524-01",7.6158,11.0661,9.3948,12.0692,7.2149,4.878
"TCGA-G9-6498-01",8.5129,11.8885,10.1073,11.4857,6.5229,8.0974
"TCGA-HC-A8D0-01",8.5283,11.74,10.3748,11.1832,7.2292,5.6125
"TCGA-V1-A8WN-01",3.8459,10.1271,9.83,11.7599,7.2286,6.0698
"TCGA-EJ-7318-01",5.6984,10.6825,10.2677,10.8803,10.0498,4.9462
"TCGA-HC-7750-01",7.4969,11.5902,10.1143,11.5455,6.8132,4.1853
"TCGA-EJ-A65M-01",8.6256,10.6041,10.114,11.0184,8.3683,4.6023
"TCGA-ZG-A8QW-01",8.8531,11.4345,10.5426,10.8609,4.6206,5.304
"TCGA-CH-5754-01",9.3816,10.9585,10.2068,10.8941,8.0556,6.7394
"TCGA-EJ-5522-01",7.134,10.7357,9.4622,12.0922,7.8712,4.5046
"TCGA-HC-8265-01",7.4295,10.96,9.76,11.6464,5.0784,6.0676
"TCGA-EJ-5501-01",7.17,10.7473,9.935,11.7237,8.5597,5.2727
"TCGA-YL-A8SJ-01",7.6127,12.4088,9.46,11.6014,9.2404,5.1156
"TCGA-ZG-A9L2-01",7.9046,12.3456,10.383,11.6073,7.4646,6.4496
"TCGA-YL-A8HO-01",6.1627,12.5435,10.3914,11.3027,7.7025,5.4545
"TCGA-YL-A8SL-01",6.553,9.4535,9.5518,10.8812,7.8158,3.7749
"TCGA-EJ-A46G-01",6.9897,11.3312,10.1368,11.7008,7.0909,5.3652
"TCGA-M7-A720-01",8.1518,10.2716,10.2216,11.4141,4.524,3.8593
"TCGA-M7-A725-01",7.9375,8.8903,10.0783,10.8987,5.6611,4.8298
"TCGA-CH-5753-01",8.5221,9.3572,9.2417,11.178,7.2372,5.9404
"TCGA-V1-A9O9-01",9.9746,11.2326,9.9436,11.5482,7.3968,4.6896
"TCGA-EJ-7125-01",7.568,10.6503,9.9483,12.0968,4.0996,5.3917
"TCGA-G9-7522-01",8.2763,11.0949,9.9573,11.7021,5.7779,5.3072
"TCGA-XK-AAK1-01",6.6622,9.8723,10.1245,11.0267,2.7275,5.4004
"TCGA-G9-A9S7-01",7.5268,9.7178,10.498,11.3465,7.6898,3.8962
"TCGA-EJ-A8FS-01",8.3399,8.6445,9.8612,11.6156,8.7493,3.6795
"TCGA-G9-6366-01",6.9274,9.0842,10.1796,11.7464,6.1588,4.5093
"TCGA-KC-A7F3-01",5.8733,10.3874,9.9492,11.3562,6.1984,6.8813
"TCGA-XJ-A9DI-01",10.1208,11.262,10.5015,11.1491,6.4277,5.5232
"TCGA-XJ-A9DK-01",9.4942,11.7804,10.0171,11.2601,6.33,4.0781
"TCGA-HC-8256-01",6.6668,10.0446,9.8286,11.811,5.9724,4.4327
"TCGA-KK-A59Z-01",8.8432,11.4604,9.9898,11.3989,9.5057,6.9386
"TCGA-KK-A7AU-01",3.1641,7.1154,10.2422,11.2267,8.6707,2.8212
"TCGA-EJ-7331-01",8.4138,11.953,9.6602,12.1196,5.1115,5.4016
"TCGA-VP-A875-01",5.2972,9.3047,9.1679,11.4349,7.2209,3.6222
"TCGA-ZG-A9M4-01",9.0575,10.4485,10.1476,11.3722,5.7654,4.5368
"TCGA-V1-A8MM-01",4.5589,11.5545,10.3098,11.2104,6.9446,5.3829
"TCGA-EJ-5532-01",6.148,11.4254,9.7247,12.0711,5.5823,5.2101
"TCGA-KK-A8IL-01",7.8014,10.6106,9.9012,11.2673,4.8261,5.8005
"TCGA-ZG-A9LM-01",8.9314,12.0879,10.8033,11.0818,7.0806,5.6914
"TCGA-V1-A8X3-01",7.5627,11.163,9.5822,11.3964,8.5243,5.6941
"TCGA-EJ-5518-01",7.6022,11.2434,9.8291,11.8423,6.037,5.7654
"TCGA-QU-A6IL-01",9.2416,9.6373,10.0041,10.0507,7.7305,6.4096
"TCGA-2A-A8VT-01",7.2559,9.6303,10.5719,11.2881,7.3466,3.6741
"TCGA-HC-7081-01",7.4982,12.4222,10.0309,11.8383,6.9523,5.9291
"TCGA-YL-A8SC-01",9.1404,10.482,9.6971,11.5867,7.7746,5.0063
"TCGA-J4-A83J-01",8.4053,10.8161,9.5603,11.3393,8.1684,5.7565
"TCGA-J4-A6G1-01",11.0438,12.5381,10.3119,11.2375,6.8854,6.0319
"TCGA-HC-7231-01",8.9624,10.4697,9.9552,11.9108,7.4524,4.3094
"TCGA-G9-6339-01",5.4775,10.4447,10.0243,11.2675,8.8143,5.8889
"TCGA-HC-7232-01",5.6596,10.6591,10.1244,11.7359,7.1402,5.2971
"TCGA-HC-A6HX-01",8.0319,11.3,10.6018,10.1287,5.3278,6.1982
"TCGA-XJ-A9DQ-01",4.6347,10.6196,10.0345,11.0544,7.3733,4.7513
"TCGA-G9-6351-01",4.1945,10.581,9.8746,11.5686,7.4196,4.7722
"TCGA-EJ-5510-01",6.9033,11.0235,10.0424,11.8734,8.8893,4.6952
"TCGA-VP-A87D-01",4.8702,9.4373,9.8231,11.7209,8.2932,4.3096
"TCGA-QU-A6IO-01",7.8903,9.8819,10.6676,10.1835,5.1215,5.6926
"TCGA-EJ-7792-01",8.65,12.2509,10.1887,11.8896,6.6919,6.0465
"TCGA-KK-A8IJ-01",7.4653,10.6541,9.6911,11.8875,7.9828,7.0929
"TCGA-G9-7509-01",2.972,10.5203,9.9843,11.6168,7.9336,4.7603
"TCGA-CH-5765-01",7.5561,9.5066,9.7275,12.0696,7.6036,5.935
"TCGA-KK-A6E1-01",6.1284,9.0218,9.8317,11.5391,3.8031,5.736
"TCGA-CH-5791-01",7.8281,9.8864,9.6781,11.5252,7.7803,3.8184
"TCGA-V1-A9OX-01",9.4982,10.7491,10.317,11.2088,7.6388,5.3864
"TCGA-V1-A9O5-01",8.7772,11.2676,10.2035,11.2802,7.8284,6.0348
"TCGA-HC-8216-01",9.6854,10.199,10.1397,11.538,7.5293,4.9212
"TCGA-V1-A9OA-01",6.4933,12.1265,10.3136,11.0841,6.9208,6.2134
"TCGA-KC-A4BL-01",8.0326,11.5114,10.4043,11.3708,6.0091,7.1824
"TCGA-YL-A8SA-01",6.6538,8.4695,9.2351,11.509,6.8059,3.2525
"TCGA-ZG-A9L9-01",5.7188,12.2616,10.6035,11.1347,7.9732,7.4316
"TCGA-HC-7077-01",7.7452,9.2386,9.5884,11.9174,7.1394,2.1422
"TCGA-J4-A67R-01",8.545,11.5061,10.4961,10.5597,7.7166,5.3286
"TCGA-HC-7737-01",8.3184,11.6058,10.0435,11.6272,5.4096,7.6022
"TCGA-VP-A87K-01",7.263,9.416,9.5317,11.1406,7.9277,3.1657
"TCGA-J9-A52B-01",8.3323,10.9082,11.1009,11.1933,8.4895,3.666
"TCGA-V1-A8MG-01",5.9007,11.2148,10.2701,11.1098,6.3653,5.3358
"TCGA-KK-A8IM-01",7.6049,11.0769,9.5028,11.5792,6.016,5.6544
"TCGA-EJ-AB27-01",8.6503,10.2676,9.9294,11.6942,5.6846,4.7123
"TCGA-EJ-5504-01",7.1471,11.401,9.7963,11.8871,8.2276,5.2378
"TCGA-G9-6377-01",8.7028,10.6792,9.9045,11.6773,7.168,6.5653
"TCGA-HC-7742-01",7.0023,10.8405,10.4354,11.8708,8.2978,5.3363
"TCGA-EJ-A7NK-01",6.3662,9.9275,10.0341,11.2664,4.98,4.8727
"TCGA-HC-7213-01",7.9633,11.1052,10.7113,11.3767,7.9736,5.3409
"TCGA-KK-A7AZ-01",6.5482,10.4628,9.6624,10.7542,6.6199,4.945
"TCGA-EJ-7330-01",5.6252,11.3309,9.9157,11.8913,6.9799,6.026
"TCGA-KK-A8IC-01",6.1318,11.6599,10.062,11.4975,6.3991,6.0605
"TCGA-ZG-A9LN-01",9.2799,12.1037,10.3785,11.3601,9.354,6.2982
"TCGA-KK-A59Y-01",7.9883,9.757,10.2908,11.3573,7.9076,4.4217
"TCGA-HC-A76W-01",8.3518,12.4725,10.1935,11.3886,8.6665,7.2897
"TCGA-KC-A7F5-01",4.5083,8.6414,9.5204,10.8859,7.3689,5.1372
"TCGA-VN-A88L-01",6.2014,11.0889,10.2346,11.366,8.2333,6.3604
"TCGA-KK-A8IB-01",8.6148,11.0203,10.2148,11.076,8.2094,7.1594
"TCGA-HC-7818-01",7.4533,10.7082,9.7471,11.7435,7.3077,5.9166
"TCGA-EJ-A46E-01",2.969,10.701,10.8288,11.044,5.9781,5.7223
"TCGA-HC-7745-01",6.6696,12.1461,10.2625,11.556,5.7563,5.8796
"TCGA-EJ-5506-01",5.004,10.3532,9.5838,11.8442,4.7004,3.6483
"TCGA-V1-A8WL-01",8.4934,11.456,10.0106,11.5846,6.8478,5.064
"TCGA-KK-A8I6-01",7.724,10.1297,9.8568,11.3276,7.1253,3.7804
"TCGA-TP-A8TT-01",9.4521,11.2588,9.4571,11.5635,7.5633,5.1966
"TCGA-G9-6499-01",7.0575,9.8695,9.7891,11.4283,7.4609,5.3984
"TCGA-HC-A6AN-01",10.0128,10.6851,10.0779,10.759,7.0702,4.1485
"TCGA-VP-A87C-01",10.4983,12.4115,10.2965,11.4703,7.4484,6.1671
"TCGA-EJ-5496-01",7.5043,9.4328,9.3132,11.7704,7.2375,4.4952
"TCGA-KK-A6E6-01",6.5508,11.4008,10.0306,11.4022,8.209,6.2516
"TCGA-EJ-7781-01",8.775,11.1446,9.8761,12.215,5.258,4.927
"TCGA-HI-7169-01",5.0728,11.9979,10.3539,11.1036,6.7756,5.7057
"TCGA-J4-A67N-01",11.7209,9.8937,10.4273,10.7429,6.6732,5.6799
"TCGA-HC-A48F-01",7.4294,10.4181,10.1577,11.7074,8.2902,3.9172
"TCGA-G9-6371-01",7.3078,10.2805,9.7918,11.6489,9.6113,4.9484
"TCGA-EJ-7794-01",9.3028,11.1962,9.8818,11.8943,8.2532,5.5641
"TCGA-YL-A9WH-01",8.7081,11.0065,10.8719,11.4462,9.1861,4.9463
"TCGA-V1-A9ZR-01",9.6774,12.4713,10.8413,11.1716,10.654,5.2062
"TCGA-ZG-A9LZ-01",8.5438,10.4947,10.355,11.4666,6.0325,5.2577
"TCGA-HC-A9TH-01",8.9761,11.6036,9.2887,11.7741,8.8385,4.8226
"TCGA-V1-A9O7-01",8.9544,11.9043,10.4362,11.3675,6.2111,7.3605
"TCGA-HC-A6HY-01",6.0034,10.0562,10.0422,10.7824,5.848,4.0388
"TCGA-CH-5739-01",5.7512,11.6605,9.7208,11.8574,7.3396,5.708
"TCGA-XK-AAIV-01",10.6224,11.7612,10.3541,10.8683,5.8941,5.9428
"TCGA-J4-A6G3-01",8.7425,11.1644,10.1343,11.4984,7.8411,7.2698
"TCGA-KC-A7FA-01",8.1347,10.9672,10.0242,11.32,7.4238,5.3603
"TCGA-HC-7749-01",7.9469,11.131,9.5874,11.073,7.8184,4.688
"TCGA-HC-8258-01",5.9102,10.5858,10.1905,11.4317,7.4523,5.3584
"TCGA-HC-7079-01",12.7427,13.115,10.2004,11.4289,6.2714,6.6967
"TCGA-2A-A8VO-01",8.4288,10.6724,9.9847,11.2579,5.0107,4.9806
"TCGA-M7-A71Z-01",2.8223,8.723,10.6384,10.9749,8.1492,3.771
"TCGA-EJ-7788-01",6.4452,12.168,9.2317,11.9938,9.5682,4.2038
"TCGA-KK-A8I4-01",9.5302,12.3405,10.3679,10.9781,7.9438,7.6671
"TCGA-XJ-A83G-01",8.1436,9.0924,9.9414,11.0499,7.1973,4.4929
"TCGA-YL-A9WX-01",8.5406,11.1224,10.2762,11.4732,6.5066,6.7608
"TCGA-J4-A67L-01",8.0641,11.1641,9.8123,10.974,5.5851,4.7659
"TCGA-2A-AAYF-01",7.6071,10.367,10.1172,11.5319,7.6716,4.528
"TCGA-EJ-5505-01",4,9.9025,9.8778,12.1861,6.8756,4.1526
"TCGA-V1-A9ZK-01",5.2373,10.7949,10.2357,11.774,9.2141,4.1044
"TCGA-XJ-A9DX-01",4.147,10.6626,10.2022,10.5611,8.6951,5.6486
"TCGA-V1-A9OY-01",8.6077,11.4109,10.1815,11.2673,7.747,5.9119
"TCGA-VN-A88O-01",8.144,10.4179,9.8773,11.4326,8.151,6.0102
"TCGA-EJ-A46F-01",7.1238,8.5952,9.903,10.2812,9.3123,3.4451
"TCGA-G9-6373-01",7.346,10.9811,10.5416,11.3353,7.9833,5.4241
"TCGA-VN-A88R-01",3.9321,10.0145,10.271,10.9925,4.7979,5.0171
"TCGA-G9-6379-01",9.5031,11.7767,10.2948,10.3635,7.0236,5.0226
"TCGA-CH-5737-01",8.3086,8.883,9.7006,11.6847,6.8201,5.7228
"TCGA-VP-A87B-01",6.8949,10.5993,9.6013,11.0871,8.9606,4.7097
"TCGA-HC-A8D1-01",6.0952,11.4377,9.7983,11.4478,7.2066,5.8173
"TCGA-J4-A83L-01",8.0784,10.9434,9.7305,11.7172,7.0896,5.437
"TCGA-V1-A8WW-01",8.6075,10.2605,10.5086,11.1863,7.0619,4.7515
"TCGA-EJ-A8FO-01",8.3729,10.6196,9.9566,11.6638,7.8869,4.0651
"TCGA-QU-A6IN-01",8.0323,9.7717,9.7099,10.2779,7.3521,5.1475
"TCGA-FC-7708-01",7.346,12.4124,9.8527,11.7824,6.6469,7.0041
"TCGA-YL-A8SH-01",6.9743,10.1305,10.1313,11.373,6.5711,4.2853
"TCGA-KC-A7FE-01",8.0888,11.9937,10.2756,11.5401,6.603,5.4106
"TCGA-V1-A8ML-01",5.3959,11.3239,10.4512,11.4053,8.4569,6.1329
"TCGA-HC-A6AQ-01",6.7481,10.6329,10.1046,10.7941,9.3279,4.2229
"TCGA-H9-A6BY-01",3.3183,10.4189,10.0493,10.7346,8.4728,3.1748
"TCGA-KK-A6E8-01",2.9144,9.3596,9.6704,11.4175,5.7364,4.0956
"TCGA-HC-A6AP-01",11.2316,11.4232,10.6095,10.5609,7.3345,5.4552
"TCGA-EJ-7317-01",4.7184,10.3586,10.3326,11.7475,7.0131,4.3353
"TCGA-YL-A8S9-01",5.552,8.2228,9.372,11.7853,2.8806,3.4596
"TCGA-KK-A8IA-01",8.1826,9.5786,10.1401,11.5378,7.8593,4.7028
"TCGA-G9-6356-01",7.5333,12.1606,10.2076,11.4849,8.2623,6.0711
"TCGA-YL-A8SO-01",8.5358,11.3425,10.3721,11.0846,10.263,5.5173
"TCGA-J4-A67Q-01",9.023,12.0109,10.356,10.4576,7.427,4.6744
"TCGA-KK-A6E4-01",7.094,10.2577,9.612,10.5899,8.6113,4.3255
"TCGA-KK-A7B0-01",11.1259,11.8713,10.9522,10.2993,11.4642,5.2562
"TCGA-EJ-5511-01",6.7454,11.1807,10.18,11.6943,9.3466,4.7285
