"sample_id","SERPINB1_Beta","Gene","Expression"
"TCGA-EJ-5531-01",0.41964,"MMP9",11.1856
"TCGA-EJ-5531-01",0.41964,"MMP2",11.1132
"TCGA-EJ-5531-01",0.41964,"MAPK3",10.1958
"TCGA-EJ-5531-01",0.41964,"MAPK1",11.6706
"TCGA-EJ-5531-01",0.41964,"TWIST1",6.4949
"TCGA-EJ-5531-01",0.41964,"SNAI1",4.8426
"TCGA-EJ-5532-01",0.60952,"MMP9",6.148
"TCGA-EJ-5532-01",0.60952,"MMP2",11.4254
"TCGA-EJ-5532-01",0.60952,"MAPK3",9.7247
"TCGA-EJ-5532-01",0.60952,"MAPK1",12.0711
"TCGA-EJ-5532-01",0.60952,"TWIST1",5.5823
"TCGA-EJ-5532-01",0.60952,"SNAI1",5.2101
"TCGA-EJ-5542-01",0.57275,"MMP9",5.7756
"TCGA-EJ-5542-01",0.57275,"MMP2",11.508
"TCGA-EJ-5542-01",0.57275,"MAPK3",9.4499
"TCGA-EJ-5542-01",0.57275,"MAPK1",12.11
"TCGA-EJ-5542-01",0.57275,"TWIST1",8.8854
"TCGA-EJ-5542-01",0.57275,"SNAI1",4.5474
"TCGA-EJ-7115-01",0.62462,"MMP9",4.6605
"TCGA-EJ-7115-01",0.62462,"MMP2",10.9608
"TCGA-EJ-7115-01",0.62462,"MAPK3",9.9476
"TCGA-EJ-7115-01",0.62462,"MAPK1",11.7335
"TCGA-EJ-7115-01",0.62462,"TWIST1",4.5918
"TCGA-EJ-7115-01",0.62462,"SNAI1",5.0836
"TCGA-EJ-7123-01",0.68745,"MMP9",7.8786
"TCGA-EJ-7123-01",0.68745,"MMP2",10.2777
"TCGA-EJ-7123-01",0.68745,"MAPK3",9.7542
"TCGA-EJ-7123-01",0.68745,"MAPK1",11.9134
"TCGA-EJ-7123-01",0.68745,"TWIST1",6.1348
"TCGA-EJ-7123-01",0.68745,"SNAI1",5.4313
"TCGA-EJ-7125-01",0.637,"MMP9",7.568
"TCGA-EJ-7125-01",0.637,"MMP2",10.6503
"TCGA-EJ-7125-01",0.637,"MAPK3",9.9483
"TCGA-EJ-7125-01",0.637,"MAPK1",12.0968
"TCGA-EJ-7125-01",0.637,"TWIST1",4.0996
"TCGA-EJ-7125-01",0.637,"SNAI1",5.3917
"TCGA-EJ-7218-01",0.5891,"MMP9",7.8585
"TCGA-EJ-7218-01",0.5891,"MMP2",10.2433
"TCGA-EJ-7218-01",0.5891,"MAPK3",9.9506
"TCGA-EJ-7218-01",0.5891,"MAPK1",11.552
"TCGA-EJ-7218-01",0.5891,"TWIST1",5.2727
"TCGA-EJ-7218-01",0.5891,"SNAI1",4.1746
"TCGA-EJ-7312-01",0.71816,"MMP9",7.0604
"TCGA-EJ-7312-01",0.71816,"MMP2",9.8613
"TCGA-EJ-7312-01",0.71816,"MAPK3",10.7487
"TCGA-EJ-7312-01",0.71816,"MAPK1",11.1173
"TCGA-EJ-7312-01",0.71816,"TWIST1",7.2992
"TCGA-EJ-7312-01",0.71816,"SNAI1",3.9233
"TCGA-EJ-7314-01",0.59519,"MMP9",5.1178
"TCGA-EJ-7314-01",0.59519,"MMP2",9.8022
"TCGA-EJ-7314-01",0.59519,"MAPK3",9.9029
"TCGA-EJ-7314-01",0.59519,"MAPK1",11.471
"TCGA-EJ-7314-01",0.59519,"TWIST1",8.4315
"TCGA-EJ-7314-01",0.59519,"SNAI1",5.3243
"TCGA-EJ-7315-01",0.61041,"MMP9",8.7459
"TCGA-EJ-7315-01",0.61041,"MMP2",11.4114
"TCGA-EJ-7315-01",0.61041,"MAPK3",10.4196
"TCGA-EJ-7315-01",0.61041,"MAPK1",11.7364
"TCGA-EJ-7315-01",0.61041,"TWIST1",7.2792
"TCGA-EJ-7315-01",0.61041,"SNAI1",5.2803
"TCGA-EJ-7317-01",0.67276,"MMP9",4.7184
"TCGA-EJ-7317-01",0.67276,"MMP2",10.3586
"TCGA-EJ-7317-01",0.67276,"MAPK3",10.3326
"TCGA-EJ-7317-01",0.67276,"MAPK1",11.7475
"TCGA-EJ-7317-01",0.67276,"TWIST1",7.0131
"TCGA-EJ-7317-01",0.67276,"SNAI1",4.3353
"TCGA-EJ-7318-01",0.60709,"MMP9",5.6984
"TCGA-EJ-7318-01",0.60709,"MMP2",10.6825
"TCGA-EJ-7318-01",0.60709,"MAPK3",10.2677
"TCGA-EJ-7318-01",0.60709,"MAPK1",10.8803
"TCGA-EJ-7318-01",0.60709,"TWIST1",10.0498
"TCGA-EJ-7318-01",0.60709,"SNAI1",4.9462
"TCGA-EJ-7321-01",0.62662,"MMP9",7.8449
"TCGA-EJ-7321-01",0.62662,"MMP2",10.0335
"TCGA-EJ-7321-01",0.62662,"MAPK3",9.805
"TCGA-EJ-7321-01",0.62662,"MAPK1",11.7703
"TCGA-EJ-7321-01",0.62662,"TWIST1",7.6847
"TCGA-EJ-7321-01",0.62662,"SNAI1",4.3575
"TCGA-EJ-7325-01",0.72797,"MMP9",8.7803
"TCGA-EJ-7325-01",0.72797,"MMP2",11.0785
"TCGA-EJ-7325-01",0.72797,"MAPK3",9.8591
"TCGA-EJ-7325-01",0.72797,"MAPK1",10.0325
"TCGA-EJ-7325-01",0.72797,"TWIST1",8.4021
"TCGA-EJ-7325-01",0.72797,"SNAI1",5.1207
"TCGA-EJ-7327-01",0.62066,"MMP9",6.7652
"TCGA-EJ-7327-01",0.62066,"MMP2",11.6166
"TCGA-EJ-7327-01",0.62066,"MAPK3",9.9828
"TCGA-EJ-7327-01",0.62066,"MAPK1",11.9207
"TCGA-EJ-7327-01",0.62066,"TWIST1",7.0293
"TCGA-EJ-7327-01",0.62066,"SNAI1",4.6252
"TCGA-EJ-7328-01",0.50804,"MMP9",8.22
"TCGA-EJ-7328-01",0.50804,"MMP2",11.3146
"TCGA-EJ-7328-01",0.50804,"MAPK3",10.2319
"TCGA-EJ-7328-01",0.50804,"MAPK1",11.3133
"TCGA-EJ-7328-01",0.50804,"TWIST1",7.7723
"TCGA-EJ-7328-01",0.50804,"SNAI1",5.4123
"TCGA-EJ-7330-01",0.45482,"MMP9",5.6252
"TCGA-EJ-7330-01",0.45482,"MMP2",11.3309
"TCGA-EJ-7330-01",0.45482,"MAPK3",9.9157
"TCGA-EJ-7330-01",0.45482,"MAPK1",11.8913
"TCGA-EJ-7330-01",0.45482,"TWIST1",6.9799
"TCGA-EJ-7330-01",0.45482,"SNAI1",6.026
"TCGA-EJ-7331-01",0.56914,"MMP9",8.4138
"TCGA-EJ-7331-01",0.56914,"MMP2",11.953
"TCGA-EJ-7331-01",0.56914,"MAPK3",9.6602
"TCGA-EJ-7331-01",0.56914,"MAPK1",12.1196
"TCGA-EJ-7331-01",0.56914,"TWIST1",5.1115
"TCGA-EJ-7331-01",0.56914,"SNAI1",5.4016
"TCGA-EJ-7781-01",0.45184,"MMP9",8.775
"TCGA-EJ-7781-01",0.45184,"MMP2",11.1446
"TCGA-EJ-7781-01",0.45184,"MAPK3",9.8761
"TCGA-EJ-7781-01",0.45184,"MAPK1",12.215
"TCGA-EJ-7781-01",0.45184,"TWIST1",5.258
"TCGA-EJ-7781-01",0.45184,"SNAI1",4.927
"TCGA-EJ-7782-01",0.67222,"MMP9",8.3822
"TCGA-EJ-7782-01",0.67222,"MMP2",10.7995
"TCGA-EJ-7782-01",0.67222,"MAPK3",9.773
"TCGA-EJ-7782-01",0.67222,"MAPK1",11.9117
"TCGA-EJ-7782-01",0.67222,"TWIST1",5.3906
"TCGA-EJ-7782-01",0.67222,"SNAI1",4.6797
"TCGA-EJ-7783-01",0.50625,"MMP9",7.3653
"TCGA-EJ-7783-01",0.50625,"MMP2",10.7513
"TCGA-EJ-7783-01",0.50625,"MAPK3",10.0121
"TCGA-EJ-7783-01",0.50625,"MAPK1",11.6441
"TCGA-EJ-7783-01",0.50625,"TWIST1",7.5505
"TCGA-EJ-7783-01",0.50625,"SNAI1",5.4301
"TCGA-EJ-7784-01",0.75269,"MMP9",7.0397
"TCGA-EJ-7784-01",0.75269,"MMP2",10.2306
"TCGA-EJ-7784-01",0.75269,"MAPK3",9.2342
"TCGA-EJ-7784-01",0.75269,"MAPK1",11.6085
"TCGA-EJ-7784-01",0.75269,"TWIST1",8.9615
"TCGA-EJ-7784-01",0.75269,"SNAI1",3.8693
"TCGA-EJ-7785-01",0.46882,"MMP9",8.4357
"TCGA-EJ-7785-01",0.46882,"MMP2",11.3
"TCGA-EJ-7785-01",0.46882,"MAPK3",9.8445
"TCGA-EJ-7785-01",0.46882,"MAPK1",11.8514
"TCGA-EJ-7785-01",0.46882,"TWIST1",6.9569
"TCGA-EJ-7785-01",0.46882,"SNAI1",5.5049
"TCGA-EJ-7786-01",0.5557,"MMP9",6.5468
"TCGA-EJ-7786-01",0.5557,"MMP2",11.0132
"TCGA-EJ-7786-01",0.5557,"MAPK3",9.7821
"TCGA-EJ-7786-01",0.5557,"MAPK1",11.9556
"TCGA-EJ-7786-01",0.5557,"TWIST1",5.4255
"TCGA-EJ-7786-01",0.5557,"SNAI1",4.4352
"TCGA-EJ-7788-01",0.64836,"MMP9",6.4452
"TCGA-EJ-7788-01",0.64836,"MMP2",12.168
"TCGA-EJ-7788-01",0.64836,"MAPK3",9.2317
"TCGA-EJ-7788-01",0.64836,"MAPK1",11.9938
"TCGA-EJ-7788-01",0.64836,"TWIST1",9.5682
"TCGA-EJ-7788-01",0.64836,"SNAI1",4.2038
"TCGA-EJ-7789-01",0.84543,"MMP9",5.145
"TCGA-EJ-7789-01",0.84543,"MMP2",9.068
"TCGA-EJ-7789-01",0.84543,"MAPK3",9.7164
"TCGA-EJ-7789-01",0.84543,"MAPK1",11.9455
"TCGA-EJ-7789-01",0.84543,"TWIST1",6.9847
"TCGA-EJ-7789-01",0.84543,"SNAI1",5.11
"TCGA-EJ-7791-01",0.45592,"MMP9",7.3821
"TCGA-EJ-7791-01",0.45592,"MMP2",12.1139
"TCGA-EJ-7791-01",0.45592,"MAPK3",9.9492
"TCGA-EJ-7791-01",0.45592,"MAPK1",11.8815
"TCGA-EJ-7791-01",0.45592,"TWIST1",4.7516
"TCGA-EJ-7791-01",0.45592,"SNAI1",5.6533
"TCGA-EJ-7792-01",0.39825,"MMP9",8.65
"TCGA-EJ-7792-01",0.39825,"MMP2",12.2509
"TCGA-EJ-7792-01",0.39825,"MAPK3",10.1887
"TCGA-EJ-7792-01",0.39825,"MAPK1",11.8896
"TCGA-EJ-7792-01",0.39825,"TWIST1",6.6919
"TCGA-EJ-7792-01",0.39825,"SNAI1",6.0465
"TCGA-EJ-7793-01",0.54936,"MMP9",6.9997
"TCGA-EJ-7793-01",0.54936,"MMP2",9.202
"TCGA-EJ-7793-01",0.54936,"MAPK3",10.0812
"TCGA-EJ-7793-01",0.54936,"MAPK1",11.8023
"TCGA-EJ-7793-01",0.54936,"TWIST1",7.0217
"TCGA-EJ-7793-01",0.54936,"SNAI1",4.5531
"TCGA-EJ-7794-01",0.48693,"MMP9",9.3028
"TCGA-EJ-7794-01",0.48693,"MMP2",11.1962
"TCGA-EJ-7794-01",0.48693,"MAPK3",9.8818
"TCGA-EJ-7794-01",0.48693,"MAPK1",11.8943
"TCGA-EJ-7794-01",0.48693,"TWIST1",8.2532
"TCGA-EJ-7794-01",0.48693,"SNAI1",5.5641
"TCGA-EJ-7797-01",0.49753,"MMP9",7.4062
"TCGA-EJ-7797-01",0.49753,"MMP2",10.4776
"TCGA-EJ-7797-01",0.49753,"MAPK3",9.8271
"TCGA-EJ-7797-01",0.49753,"MAPK1",11.6236
"TCGA-EJ-7797-01",0.49753,"TWIST1",6.4087
"TCGA-EJ-7797-01",0.49753,"SNAI1",4.253
"TCGA-EJ-8468-01",0.64277,"MMP9",7.838
"TCGA-EJ-8468-01",0.64277,"MMP2",11.8941
"TCGA-EJ-8468-01",0.64277,"MAPK3",9.8617
"TCGA-EJ-8468-01",0.64277,"MAPK1",11.7997
"TCGA-EJ-8468-01",0.64277,"TWIST1",7.1155
"TCGA-EJ-8468-01",0.64277,"SNAI1",5.8655
"TCGA-EJ-8469-01",0.75968,"MMP9",8.1824
"TCGA-EJ-8469-01",0.75968,"MMP2",9.929
"TCGA-EJ-8469-01",0.75968,"MAPK3",9.9478
"TCGA-EJ-8469-01",0.75968,"MAPK1",11.6056
"TCGA-EJ-8469-01",0.75968,"TWIST1",7.4554
"TCGA-EJ-8469-01",0.75968,"SNAI1",4.3995
"TCGA-EJ-8470-01",0.57741,"MMP9",10.3408
"TCGA-EJ-8470-01",0.57741,"MMP2",11.0142
"TCGA-EJ-8470-01",0.57741,"MAPK3",9.6614
"TCGA-EJ-8470-01",0.57741,"MAPK1",11.6812
"TCGA-EJ-8470-01",0.57741,"TWIST1",6.8151
"TCGA-EJ-8470-01",0.57741,"SNAI1",5.4106
"TCGA-EJ-8472-01",0.73928,"MMP9",7.5831
"TCGA-EJ-8472-01",0.73928,"MMP2",10.7205
"TCGA-EJ-8472-01",0.73928,"MAPK3",8.9289
"TCGA-EJ-8472-01",0.73928,"MAPK1",11.166
"TCGA-EJ-8472-01",0.73928,"TWIST1",8.56
"TCGA-EJ-8472-01",0.73928,"SNAI1",4.6856
"TCGA-EJ-8474-01",0.7145,"MMP9",8.707
"TCGA-EJ-8474-01",0.7145,"MMP2",11.2019
"TCGA-EJ-8474-01",0.7145,"MAPK3",9.6937
"TCGA-EJ-8474-01",0.7145,"MAPK1",11.6526
"TCGA-EJ-8474-01",0.7145,"TWIST1",10.5011
"TCGA-EJ-8474-01",0.7145,"SNAI1",4.7137
"TCGA-EJ-A46B-01",0.47316,"MMP9",6.402
"TCGA-EJ-A46B-01",0.47316,"MMP2",10.2865
"TCGA-EJ-A46B-01",0.47316,"MAPK3",10.2328
"TCGA-EJ-A46B-01",0.47316,"MAPK1",11.5534
"TCGA-EJ-A46B-01",0.47316,"TWIST1",5.8255
"TCGA-EJ-A46B-01",0.47316,"SNAI1",4.7647
"TCGA-EJ-A46D-01",0.37634,"MMP9",4.3794
"TCGA-EJ-A46D-01",0.37634,"MMP2",10.4424
"TCGA-EJ-A46D-01",0.37634,"MAPK3",10.0577
"TCGA-EJ-A46D-01",0.37634,"MAPK1",11.2659
"TCGA-EJ-A46D-01",0.37634,"TWIST1",6.316
"TCGA-EJ-A46D-01",0.37634,"SNAI1",4.1619
"TCGA-EJ-A46E-01",0.27087,"MMP9",2.969
"TCGA-EJ-A46E-01",0.27087,"MMP2",10.701
"TCGA-EJ-A46E-01",0.27087,"MAPK3",10.8288
"TCGA-EJ-A46E-01",0.27087,"MAPK1",11.044
"TCGA-EJ-A46E-01",0.27087,"TWIST1",5.9781
"TCGA-EJ-A46E-01",0.27087,"SNAI1",5.7223
"TCGA-EJ-A46F-01",0.85457,"MMP9",7.1238
"TCGA-EJ-A46F-01",0.85457,"MMP2",8.5952
"TCGA-EJ-A46F-01",0.85457,"MAPK3",9.903
"TCGA-EJ-A46F-01",0.85457,"MAPK1",10.2812
"TCGA-EJ-A46F-01",0.85457,"TWIST1",9.3123
"TCGA-EJ-A46F-01",0.85457,"SNAI1",3.4451
"TCGA-EJ-A46G-01",0.70138,"MMP9",6.9897
"TCGA-EJ-A46G-01",0.70138,"MMP2",11.3312
"TCGA-EJ-A46G-01",0.70138,"MAPK3",10.1368
"TCGA-EJ-A46G-01",0.70138,"MAPK1",11.7008
"TCGA-EJ-A46G-01",0.70138,"TWIST1",7.0909
"TCGA-EJ-A46G-01",0.70138,"SNAI1",5.3652
"TCGA-EJ-A46H-01",0.11774,"MMP9",3.6898
"TCGA-EJ-A46H-01",0.11774,"MMP2",12.3901
"TCGA-EJ-A46H-01",0.11774,"MAPK3",10.651
"TCGA-EJ-A46H-01",0.11774,"MAPK1",11.5054
"TCGA-EJ-A46H-01",0.11774,"TWIST1",6.1303
"TCGA-EJ-A46H-01",0.11774,"SNAI1",6.6918
"TCGA-EJ-A46I-01",0.52433,"MMP9",4.4397
"TCGA-EJ-A46I-01",0.52433,"MMP2",10.4068
"TCGA-EJ-A46I-01",0.52433,"MAPK3",10.1924
"TCGA-EJ-A46I-01",0.52433,"MAPK1",11.5086
"TCGA-EJ-A46I-01",0.52433,"TWIST1",7.3297
"TCGA-EJ-A46I-01",0.52433,"SNAI1",4.5851
"TCGA-EJ-A65B-01",0.44824,"MMP9",10.1053
"TCGA-EJ-A65B-01",0.44824,"MMP2",11.3595
"TCGA-EJ-A65B-01",0.44824,"MAPK3",10.6897
"TCGA-EJ-A65B-01",0.44824,"MAPK1",10.6947
"TCGA-EJ-A65B-01",0.44824,"TWIST1",6.1392
"TCGA-EJ-A65B-01",0.44824,"SNAI1",5.748
"TCGA-EJ-A65D-01",0.90313,"MMP9",5.898
"TCGA-EJ-A65D-01",0.90313,"MMP2",8.7166
"TCGA-EJ-A65D-01",0.90313,"MAPK3",9.3737
"TCGA-EJ-A65D-01",0.90313,"MAPK1",10.3942
"TCGA-EJ-A65D-01",0.90313,"TWIST1",8.6889
"TCGA-EJ-A65D-01",0.90313,"SNAI1",3.4755
"TCGA-EJ-A65E-01",0.56879,"MMP9",6.7721
"TCGA-EJ-A65E-01",0.56879,"MMP2",10.4842
"TCGA-EJ-A65E-01",0.56879,"MAPK3",9.973
"TCGA-EJ-A65E-01",0.56879,"MAPK1",11.6375
"TCGA-EJ-A65E-01",0.56879,"TWIST1",8.1084
"TCGA-EJ-A65E-01",0.56879,"SNAI1",4.0478
"TCGA-EJ-A65F-01",0.67409,"MMP9",8.4342
"TCGA-EJ-A65F-01",0.67409,"MMP2",11.388
"TCGA-EJ-A65F-01",0.67409,"MAPK3",10.0511
"TCGA-EJ-A65F-01",0.67409,"MAPK1",11.3946
"TCGA-EJ-A65F-01",0.67409,"TWIST1",7.0308
"TCGA-EJ-A65F-01",0.67409,"SNAI1",4.7339
"TCGA-EJ-A65G-01",0.48693,"MMP9",6.1744
"TCGA-EJ-A65G-01",0.48693,"MMP2",10.0428
"TCGA-EJ-A65G-01",0.48693,"MAPK3",9.6423
"TCGA-EJ-A65G-01",0.48693,"MAPK1",11.415
"TCGA-EJ-A65G-01",0.48693,"TWIST1",4.2876
"TCGA-EJ-A65G-01",0.48693,"SNAI1",4.5238
"TCGA-EJ-A65J-01",0.51944,"MMP9",6.5528
"TCGA-EJ-A65J-01",0.51944,"MMP2",10.1438
"TCGA-EJ-A65J-01",0.51944,"MAPK3",9.5248
"TCGA-EJ-A65J-01",0.51944,"MAPK1",11.7045
"TCGA-EJ-A65J-01",0.51944,"TWIST1",4.0976
"TCGA-EJ-A65J-01",0.51944,"SNAI1",4.6975
"TCGA-EJ-A65M-01",0.655,"MMP9",8.6256
"TCGA-EJ-A65M-01",0.655,"MMP2",10.6041
"TCGA-EJ-A65M-01",0.655,"MAPK3",10.114
"TCGA-EJ-A65M-01",0.655,"MAPK1",11.0184
"TCGA-EJ-A65M-01",0.655,"TWIST1",8.3683
"TCGA-EJ-A65M-01",0.655,"SNAI1",4.6023
"TCGA-EJ-A6RA-01",0.42058,"MMP9",7.0786
"TCGA-EJ-A6RA-01",0.42058,"MMP2",10.587
"TCGA-EJ-A6RA-01",0.42058,"MAPK3",10.1608
"TCGA-EJ-A6RA-01",0.42058,"MAPK1",11.0642
"TCGA-EJ-A6RA-01",0.42058,"TWIST1",4.8399
"TCGA-EJ-A6RA-01",0.42058,"SNAI1",5.0514
"TCGA-EJ-A6RC-01",0.55636,"MMP9",9.0647
"TCGA-EJ-A6RC-01",0.55636,"MMP2",11.6373
"TCGA-EJ-A6RC-01",0.55636,"MAPK3",10.2971
"TCGA-EJ-A6RC-01",0.55636,"MAPK1",11.5133
"TCGA-EJ-A6RC-01",0.55636,"TWIST1",6.1986
"TCGA-EJ-A6RC-01",0.55636,"SNAI1",5.077
"TCGA-EJ-A7NF-01",0.7189,"MMP9",8.9225
"TCGA-EJ-A7NF-01",0.7189,"MMP2",9.2764
"TCGA-EJ-A7NF-01",0.7189,"MAPK3",9.6161
"TCGA-EJ-A7NF-01",0.7189,"MAPK1",11.2348
"TCGA-EJ-A7NF-01",0.7189,"TWIST1",7.9653
"TCGA-EJ-A7NF-01",0.7189,"SNAI1",2.9621
"TCGA-EJ-A7NG-01",0.29915,"MMP9",6.2824
"TCGA-EJ-A7NG-01",0.29915,"MMP2",11.1477
"TCGA-EJ-A7NG-01",0.29915,"MAPK3",10.0518
"TCGA-EJ-A7NG-01",0.29915,"MAPK1",11.4388
"TCGA-EJ-A7NG-01",0.29915,"TWIST1",5.1039
"TCGA-EJ-A7NG-01",0.29915,"SNAI1",5.017
"TCGA-EJ-A7NH-01",0.48596,"MMP9",4.0651
"TCGA-EJ-A7NH-01",0.48596,"MMP2",11.086
"TCGA-EJ-A7NH-01",0.48596,"MAPK3",10.221
"TCGA-EJ-A7NH-01",0.48596,"MAPK1",11.3649
"TCGA-EJ-A7NH-01",0.48596,"TWIST1",8.9346
"TCGA-EJ-A7NH-01",0.48596,"SNAI1",5.0742
"TCGA-EJ-A7NJ-01",0.3541,"MMP9",8.1746
"TCGA-EJ-A7NJ-01",0.3541,"MMP2",10.3886
"TCGA-EJ-A7NJ-01",0.3541,"MAPK3",9.7817
"TCGA-EJ-A7NJ-01",0.3541,"MAPK1",11.4981
"TCGA-EJ-A7NJ-01",0.3541,"TWIST1",3.3575
"TCGA-EJ-A7NJ-01",0.3541,"SNAI1",4.3148
"TCGA-EJ-A7NK-01",0.29162,"MMP9",6.3662
"TCGA-EJ-A7NK-01",0.29162,"MMP2",9.9275
"TCGA-EJ-A7NK-01",0.29162,"MAPK3",10.0341
"TCGA-EJ-A7NK-01",0.29162,"MAPK1",11.2664
"TCGA-EJ-A7NK-01",0.29162,"TWIST1",4.98
"TCGA-EJ-A7NK-01",0.29162,"SNAI1",4.8727
"TCGA-EJ-A7NM-01",0.56227,"MMP9",8.9354
"TCGA-EJ-A7NM-01",0.56227,"MMP2",11.5021
"TCGA-EJ-A7NM-01",0.56227,"MAPK3",10.1913
"TCGA-EJ-A7NM-01",0.56227,"MAPK1",11.1858
"TCGA-EJ-A7NM-01",0.56227,"TWIST1",8.7418
"TCGA-EJ-A7NM-01",0.56227,"SNAI1",5.3183
"TCGA-EJ-A7NN-01",0.23875,"MMP9",7.3446
"TCGA-EJ-A7NN-01",0.23875,"MMP2",10.1195
"TCGA-EJ-A7NN-01",0.23875,"MAPK3",10.4877
"TCGA-EJ-A7NN-01",0.23875,"MAPK1",11.3627
"TCGA-EJ-A7NN-01",0.23875,"TWIST1",5.7583
"TCGA-EJ-A7NN-01",0.23875,"SNAI1",4.5932
"TCGA-EJ-A8FN-01",0.56134,"MMP9",9.6544
"TCGA-EJ-A8FN-01",0.56134,"MMP2",11.2037
"TCGA-EJ-A8FN-01",0.56134,"MAPK3",10.0509
"TCGA-EJ-A8FN-01",0.56134,"MAPK1",11.5671
"TCGA-EJ-A8FN-01",0.56134,"TWIST1",6.2755
"TCGA-EJ-A8FN-01",0.56134,"SNAI1",4.2759
"TCGA-EJ-A8FO-01",0.41617,"MMP9",8.3729
"TCGA-EJ-A8FO-01",0.41617,"MMP2",10.6196
"TCGA-EJ-A8FO-01",0.41617,"MAPK3",9.9566
"TCGA-EJ-A8FO-01",0.41617,"MAPK1",11.6638
"TCGA-EJ-A8FO-01",0.41617,"TWIST1",7.8869
"TCGA-EJ-A8FO-01",0.41617,"SNAI1",4.0651
"TCGA-EJ-A8FP-01",0.26479,"MMP9",7.2034
"TCGA-EJ-A8FP-01",0.26479,"MMP2",10.8475
"TCGA-EJ-A8FP-01",0.26479,"MAPK3",10.2283
"TCGA-EJ-A8FP-01",0.26479,"MAPK1",11.4425
"TCGA-EJ-A8FP-01",0.26479,"TWIST1",4.4445
"TCGA-EJ-A8FP-01",0.26479,"SNAI1",5.0394
"TCGA-EJ-A8FS-01",0.74984,"MMP9",8.3399
"TCGA-EJ-A8FS-01",0.74984,"MMP2",8.6445
"TCGA-EJ-A8FS-01",0.74984,"MAPK3",9.8612
"TCGA-EJ-A8FS-01",0.74984,"MAPK1",11.6156
"TCGA-EJ-A8FS-01",0.74984,"TWIST1",8.7493
"TCGA-EJ-A8FS-01",0.74984,"SNAI1",3.6795
"TCGA-EJ-A8FU-01",0.31248,"MMP9",6.7284
"TCGA-EJ-A8FU-01",0.31248,"MMP2",11.7556
"TCGA-EJ-A8FU-01",0.31248,"MAPK3",10.0837
"TCGA-EJ-A8FU-01",0.31248,"MAPK1",11.4969
"TCGA-EJ-A8FU-01",0.31248,"TWIST1",7.4918
"TCGA-EJ-A8FU-01",0.31248,"SNAI1",6.1209
"TCGA-EJ-AB20-01",0.50335,"MMP9",4.4644
"TCGA-EJ-AB20-01",0.50335,"MMP2",13.2292
"TCGA-EJ-AB20-01",0.50335,"MAPK3",10.9953
"TCGA-EJ-AB20-01",0.50335,"MAPK1",10.9666
"TCGA-EJ-AB20-01",0.50335,"TWIST1",7.6599
"TCGA-EJ-AB20-01",0.50335,"SNAI1",6.4145
"TCGA-EJ-AB27-01",0.49146,"MMP9",8.6503
"TCGA-EJ-AB27-01",0.49146,"MMP2",10.2676
"TCGA-EJ-AB27-01",0.49146,"MAPK3",9.9294
"TCGA-EJ-AB27-01",0.49146,"MAPK1",11.6942
"TCGA-EJ-AB27-01",0.49146,"TWIST1",5.6846
"TCGA-EJ-AB27-01",0.49146,"SNAI1",4.7123
"TCGA-FC-7708-01",0.49638,"MMP9",7.346
"TCGA-FC-7708-01",0.49638,"MMP2",12.4124
"TCGA-FC-7708-01",0.49638,"MAPK3",9.8527
"TCGA-FC-7708-01",0.49638,"MAPK1",11.7824
"TCGA-FC-7708-01",0.49638,"TWIST1",6.6469
"TCGA-FC-7708-01",0.49638,"SNAI1",7.0041
"TCGA-FC-7961-01",0.5654,"MMP9",6.8521
"TCGA-FC-7961-01",0.5654,"MMP2",12.1678
"TCGA-FC-7961-01",0.5654,"MAPK3",9.7064
"TCGA-FC-7961-01",0.5654,"MAPK1",11.8868
"TCGA-FC-7961-01",0.5654,"TWIST1",8.5448
"TCGA-FC-7961-01",0.5654,"SNAI1",4.7868
"TCGA-FC-A4JI-01",0.09428,"MMP9",6.3717
"TCGA-FC-A4JI-01",0.09428,"MMP2",7.9012
"TCGA-FC-A4JI-01",0.09428,"MAPK3",9.8178
"TCGA-FC-A4JI-01",0.09428,"MAPK1",11.7996
"TCGA-FC-A4JI-01",0.09428,"TWIST1",1.683
"TCGA-FC-A4JI-01",0.09428,"SNAI1",5.0144
"TCGA-FC-A5OB-01",0.74594,"MMP9",2.1029
"TCGA-FC-A5OB-01",0.74594,"MMP2",7.2975
"TCGA-FC-A5OB-01",0.74594,"MAPK3",9.6249
"TCGA-FC-A5OB-01",0.74594,"MAPK1",11.9901
"TCGA-FC-A5OB-01",0.74594,"TWIST1",4.916
"TCGA-FC-A5OB-01",0.74594,"SNAI1",2.2529
"TCGA-FC-A66V-01",0.15472,"MMP9",8.6794
"TCGA-FC-A66V-01",0.15472,"MMP2",10.7768
"TCGA-FC-A66V-01",0.15472,"MAPK3",10.6336
"TCGA-FC-A66V-01",0.15472,"MAPK1",10.5862
"TCGA-FC-A66V-01",0.15472,"TWIST1",5.1449
"TCGA-FC-A66V-01",0.15472,"SNAI1",4.5277
"TCGA-FC-A6HD-01",0.7564,"MMP9",6.8353
"TCGA-FC-A6HD-01",0.7564,"MMP2",8.797
"TCGA-FC-A6HD-01",0.7564,"MAPK3",10.176
"TCGA-FC-A6HD-01",0.7564,"MAPK1",10.8361
"TCGA-FC-A6HD-01",0.7564,"TWIST1",5.5946
"TCGA-FC-A6HD-01",0.7564,"SNAI1",4.6971
"TCGA-FC-A8O0-01",0.22178,"MMP9",5.4511
"TCGA-FC-A8O0-01",0.22178,"MMP2",11.5326
