"sample_id","SERPINB1_Beta","Gene","Expression"
"TCGA-FC-A8O0-01",0.22178,"MAPK3",10.2718
"TCGA-FC-A8O0-01",0.22178,"MAPK1",11.3015
"TCGA-FC-A8O0-01",0.22178,"TWIST1",7.568
"TCGA-FC-A8O0-01",0.22178,"SNAI1",3.8041
"TCGA-G9-6329-01",0.41883,"MMP9",7.2509
"TCGA-G9-6329-01",0.41883,"MMP2",11.2184
"TCGA-G9-6329-01",0.41883,"MAPK3",10.418
"TCGA-G9-6329-01",0.41883,"MAPK1",11.3707
"TCGA-G9-6329-01",0.41883,"TWIST1",8.2271
"TCGA-G9-6329-01",0.41883,"SNAI1",5.5445
"TCGA-G9-6332-01",0.7407,"MMP9",8.1075
"TCGA-G9-6332-01",0.7407,"MMP2",9.0805
"TCGA-G9-6332-01",0.7407,"MAPK3",9.4335
"TCGA-G9-6332-01",0.7407,"MAPK1",11.6297
"TCGA-G9-6332-01",0.7407,"TWIST1",8.2804
"TCGA-G9-6332-01",0.7407,"SNAI1",3.3531
"TCGA-G9-6333-01",0.55672,"MMP9",5.5007
"TCGA-G9-6333-01",0.55672,"MMP2",11.1286
"TCGA-G9-6333-01",0.55672,"MAPK3",9.9375
"TCGA-G9-6333-01",0.55672,"MAPK1",11.5223
"TCGA-G9-6333-01",0.55672,"TWIST1",5.1506
"TCGA-G9-6333-01",0.55672,"SNAI1",6.9287
"TCGA-G9-6336-01",0.46362,"MMP9",6.9534
"TCGA-G9-6336-01",0.46362,"MMP2",10.4727
"TCGA-G9-6336-01",0.46362,"MAPK3",10.1751
"TCGA-G9-6336-01",0.46362,"MAPK1",11.4363
"TCGA-G9-6336-01",0.46362,"TWIST1",7.0936
"TCGA-G9-6336-01",0.46362,"SNAI1",5.3384
"TCGA-G9-6338-01",0.72974,"MMP9",6.6764
"TCGA-G9-6338-01",0.72974,"MMP2",11.7814
"TCGA-G9-6338-01",0.72974,"MAPK3",10.0351
"TCGA-G9-6338-01",0.72974,"MAPK1",11.0275
"TCGA-G9-6338-01",0.72974,"TWIST1",7.6271
"TCGA-G9-6338-01",0.72974,"SNAI1",6.4663
"TCGA-G9-6339-01",0.57892,"MMP9",5.4775
"TCGA-G9-6339-01",0.57892,"MMP2",10.4447
"TCGA-G9-6339-01",0.57892,"MAPK3",10.0243
"TCGA-G9-6339-01",0.57892,"MAPK1",11.2675
"TCGA-G9-6339-01",0.57892,"TWIST1",8.8143
"TCGA-G9-6339-01",0.57892,"SNAI1",5.8889
"TCGA-G9-6342-01",0.57841,"MMP9",8.0721
"TCGA-G9-6342-01",0.57841,"MMP2",10.2452
"TCGA-G9-6342-01",0.57841,"MAPK3",10.1063
"TCGA-G9-6342-01",0.57841,"MAPK1",11.6328
"TCGA-G9-6342-01",0.57841,"TWIST1",7.4089
"TCGA-G9-6342-01",0.57841,"SNAI1",4.8385
"TCGA-G9-6343-01",0.5482,"MMP9",7.6041
"TCGA-G9-6343-01",0.5482,"MMP2",10.384
"TCGA-G9-6343-01",0.5482,"MAPK3",10.3842
"TCGA-G9-6343-01",0.5482,"MAPK1",11.2997
"TCGA-G9-6343-01",0.5482,"TWIST1",6.839
"TCGA-G9-6343-01",0.5482,"SNAI1",4.146
"TCGA-G9-6347-01",0.42769,"MMP9",8.8642
"TCGA-G9-6347-01",0.42769,"MMP2",12.3472
"TCGA-G9-6347-01",0.42769,"MAPK3",10.5477
"TCGA-G9-6347-01",0.42769,"MAPK1",10.5973
"TCGA-G9-6347-01",0.42769,"TWIST1",6.8096
"TCGA-G9-6347-01",0.42769,"SNAI1",4.381
"TCGA-G9-6348-01",0.46871,"MMP9",5.9579
"TCGA-G9-6348-01",0.46871,"MMP2",11.3641
"TCGA-G9-6348-01",0.46871,"MAPK3",10.237
"TCGA-G9-6348-01",0.46871,"MAPK1",11.5598
"TCGA-G9-6348-01",0.46871,"TWIST1",7.6725
"TCGA-G9-6348-01",0.46871,"SNAI1",7.5497
"TCGA-G9-6351-01",0.51891,"MMP9",4.1945
"TCGA-G9-6351-01",0.51891,"MMP2",10.581
"TCGA-G9-6351-01",0.51891,"MAPK3",9.8746
"TCGA-G9-6351-01",0.51891,"MAPK1",11.5686
"TCGA-G9-6351-01",0.51891,"TWIST1",7.4196
"TCGA-G9-6351-01",0.51891,"SNAI1",4.7722
"TCGA-G9-6353-01",0.41915,"MMP9",5.2473
"TCGA-G9-6353-01",0.41915,"MMP2",10.8825
"TCGA-G9-6353-01",0.41915,"MAPK3",10.4704
"TCGA-G9-6353-01",0.41915,"MAPK1",11.5094
"TCGA-G9-6353-01",0.41915,"TWIST1",6.9387
"TCGA-G9-6353-01",0.41915,"SNAI1",6.768
"TCGA-G9-6354-01",0.61016,"MMP9",8.6285
"TCGA-G9-6354-01",0.61016,"MMP2",9.5167
"TCGA-G9-6354-01",0.61016,"MAPK3",10.0178
"TCGA-G9-6354-01",0.61016,"MAPK1",10.9869
"TCGA-G9-6354-01",0.61016,"TWIST1",8.119
"TCGA-G9-6354-01",0.61016,"SNAI1",4.1751
"TCGA-G9-6356-01",0.51293,"MMP9",7.5333
"TCGA-G9-6356-01",0.51293,"MMP2",12.1606
"TCGA-G9-6356-01",0.51293,"MAPK3",10.2076
"TCGA-G9-6356-01",0.51293,"MAPK1",11.4849
"TCGA-G9-6356-01",0.51293,"TWIST1",8.2623
"TCGA-G9-6356-01",0.51293,"SNAI1",6.0711
"TCGA-G9-6361-01",0.70187,"MMP9",6.3374
"TCGA-G9-6361-01",0.70187,"MMP2",11.468
"TCGA-G9-6361-01",0.70187,"MAPK3",9.8431
"TCGA-G9-6361-01",0.70187,"MAPK1",11.3466
"TCGA-G9-6361-01",0.70187,"TWIST1",7.9933
"TCGA-G9-6361-01",0.70187,"SNAI1",6.4215
"TCGA-G9-6362-01",0.70852,"MMP9",5.0178
"TCGA-G9-6362-01",0.70852,"MMP2",9.5557
"TCGA-G9-6362-01",0.70852,"MAPK3",9.1807
"TCGA-G9-6362-01",0.70852,"MAPK1",10.9794
"TCGA-G9-6362-01",0.70852,"TWIST1",8.7398
"TCGA-G9-6362-01",0.70852,"SNAI1",4.8964
"TCGA-G9-6363-01",0.57916,"MMP9",7.0616
"TCGA-G9-6363-01",0.57916,"MMP2",10.7347
"TCGA-G9-6363-01",0.57916,"MAPK3",9.3485
"TCGA-G9-6363-01",0.57916,"MAPK1",11.2719
"TCGA-G9-6363-01",0.57916,"TWIST1",7.1477
"TCGA-G9-6363-01",0.57916,"SNAI1",4.1247
"TCGA-G9-6364-01",0.4653,"MMP9",9.2945
"TCGA-G9-6364-01",0.4653,"MMP2",11.8393
"TCGA-G9-6364-01",0.4653,"MAPK3",10.17
"TCGA-G9-6364-01",0.4653,"MAPK1",11.8823
"TCGA-G9-6364-01",0.4653,"TWIST1",7.6561
"TCGA-G9-6364-01",0.4653,"SNAI1",5.3841
"TCGA-G9-6365-01",0.5283,"MMP9",6.38
"TCGA-G9-6365-01",0.5283,"MMP2",11.7886
"TCGA-G9-6365-01",0.5283,"MAPK3",10.3726
"TCGA-G9-6365-01",0.5283,"MAPK1",11.5046
"TCGA-G9-6365-01",0.5283,"TWIST1",8.135
"TCGA-G9-6365-01",0.5283,"SNAI1",5.5633
"TCGA-G9-6366-01",0.60669,"MMP9",6.9274
"TCGA-G9-6366-01",0.60669,"MMP2",9.0842
"TCGA-G9-6366-01",0.60669,"MAPK3",10.1796
"TCGA-G9-6366-01",0.60669,"MAPK1",11.7464
"TCGA-G9-6366-01",0.60669,"TWIST1",6.1588
"TCGA-G9-6366-01",0.60669,"SNAI1",4.5093
"TCGA-G9-6367-01",0.26065,"MMP9",6.4097
"TCGA-G9-6367-01",0.26065,"MMP2",10.9175
"TCGA-G9-6367-01",0.26065,"MAPK3",10.1212
"TCGA-G9-6367-01",0.26065,"MAPK1",11.8321
"TCGA-G9-6367-01",0.26065,"TWIST1",4.8523
"TCGA-G9-6367-01",0.26065,"SNAI1",5.0521
"TCGA-G9-6369-01",0.79093,"MMP9",4.021
"TCGA-G9-6369-01",0.79093,"MMP2",10.5736
"TCGA-G9-6369-01",0.79093,"MAPK3",10.1574
"TCGA-G9-6369-01",0.79093,"MAPK1",11.3424
"TCGA-G9-6369-01",0.79093,"TWIST1",8.4898
"TCGA-G9-6369-01",0.79093,"SNAI1",5.1407
"TCGA-G9-6370-01",0.29483,"MMP9",6.8702
"TCGA-G9-6370-01",0.29483,"MMP2",11.4407
"TCGA-G9-6370-01",0.29483,"MAPK3",10.7232
"TCGA-G9-6370-01",0.29483,"MAPK1",11.6953
"TCGA-G9-6370-01",0.29483,"TWIST1",3.8159
"TCGA-G9-6370-01",0.29483,"SNAI1",5.8206
"TCGA-G9-6371-01",0.65708,"MMP9",7.3078
"TCGA-G9-6371-01",0.65708,"MMP2",10.2805
"TCGA-G9-6371-01",0.65708,"MAPK3",9.7918
"TCGA-G9-6371-01",0.65708,"MAPK1",11.6489
"TCGA-G9-6371-01",0.65708,"TWIST1",9.6113
"TCGA-G9-6371-01",0.65708,"SNAI1",4.9484
"TCGA-G9-6373-01",0.59129,"MMP9",7.346
"TCGA-G9-6373-01",0.59129,"MMP2",10.9811
"TCGA-G9-6373-01",0.59129,"MAPK3",10.5416
"TCGA-G9-6373-01",0.59129,"MAPK1",11.3353
"TCGA-G9-6373-01",0.59129,"TWIST1",7.9833
"TCGA-G9-6373-01",0.59129,"SNAI1",5.4241
"TCGA-G9-6377-01",0.62599,"MMP9",8.7028
"TCGA-G9-6377-01",0.62599,"MMP2",10.6792
"TCGA-G9-6377-01",0.62599,"MAPK3",9.9045
"TCGA-G9-6377-01",0.62599,"MAPK1",11.6773
"TCGA-G9-6377-01",0.62599,"TWIST1",7.168
"TCGA-G9-6377-01",0.62599,"SNAI1",6.5653
"TCGA-G9-6378-01",0.38498,"MMP9",5.0448
"TCGA-G9-6378-01",0.38498,"MMP2",12.5152
"TCGA-G9-6378-01",0.38498,"MAPK3",10.2784
"TCGA-G9-6378-01",0.38498,"MAPK1",11.7396
"TCGA-G9-6378-01",0.38498,"TWIST1",9.07
"TCGA-G9-6378-01",0.38498,"SNAI1",5.3684
"TCGA-G9-6379-01",0.50679,"MMP9",9.5031
"TCGA-G9-6379-01",0.50679,"MMP2",11.7767
"TCGA-G9-6379-01",0.50679,"MAPK3",10.2948
"TCGA-G9-6379-01",0.50679,"MAPK1",10.3635
"TCGA-G9-6379-01",0.50679,"TWIST1",7.0236
"TCGA-G9-6379-01",0.50679,"SNAI1",5.0226
"TCGA-G9-6384-01",0.53298,"MMP9",7.2657
"TCGA-G9-6384-01",0.53298,"MMP2",10.6345
"TCGA-G9-6384-01",0.53298,"MAPK3",9.9812
"TCGA-G9-6384-01",0.53298,"MAPK1",11.7301
"TCGA-G9-6384-01",0.53298,"TWIST1",6.3834
"TCGA-G9-6384-01",0.53298,"SNAI1",6.1217
"TCGA-G9-6385-01",0.468,"MMP9",6.7858
"TCGA-G9-6385-01",0.468,"MMP2",11.3449
"TCGA-G9-6385-01",0.468,"MAPK3",10.0236
"TCGA-G9-6385-01",0.468,"MAPK1",11.689
"TCGA-G9-6385-01",0.468,"TWIST1",5.5655
"TCGA-G9-6385-01",0.468,"SNAI1",4.3549
"TCGA-G9-6494-01",0.5006,"MMP9",4.0525
"TCGA-G9-6494-01",0.5006,"MMP2",11.0819
"TCGA-G9-6494-01",0.5006,"MAPK3",10.1363
"TCGA-G9-6494-01",0.5006,"MAPK1",12.0317
"TCGA-G9-6494-01",0.5006,"TWIST1",8.6028
"TCGA-G9-6494-01",0.5006,"SNAI1",4.1221
"TCGA-G9-6496-01",0.74265,"MMP9",5.5539
"TCGA-G9-6496-01",0.74265,"MMP2",10.6231
"TCGA-G9-6496-01",0.74265,"MAPK3",10.1729
"TCGA-G9-6496-01",0.74265,"MAPK1",11.0358
"TCGA-G9-6496-01",0.74265,"TWIST1",6.6458
"TCGA-G9-6496-01",0.74265,"SNAI1",5.9887
"TCGA-G9-6498-01",0.57161,"MMP9",8.5129
"TCGA-G9-6498-01",0.57161,"MMP2",11.8885
"TCGA-G9-6498-01",0.57161,"MAPK3",10.1073
"TCGA-G9-6498-01",0.57161,"MAPK1",11.4857
"TCGA-G9-6498-01",0.57161,"TWIST1",6.5229
"TCGA-G9-6498-01",0.57161,"SNAI1",8.0974
"TCGA-G9-6499-01",0.49202,"MMP9",7.0575
"TCGA-G9-6499-01",0.49202,"MMP2",9.8695
"TCGA-G9-6499-01",0.49202,"MAPK3",9.7891
"TCGA-G9-6499-01",0.49202,"MAPK1",11.4283
"TCGA-G9-6499-01",0.49202,"TWIST1",7.4609
"TCGA-G9-6499-01",0.49202,"SNAI1",5.3984
"TCGA-G9-7509-01",0.61872,"MMP9",2.972
"TCGA-G9-7509-01",0.61872,"MMP2",10.5203
"TCGA-G9-7509-01",0.61872,"MAPK3",9.9843
"TCGA-G9-7509-01",0.61872,"MAPK1",11.6168
"TCGA-G9-7509-01",0.61872,"TWIST1",7.9336
"TCGA-G9-7509-01",0.61872,"SNAI1",4.7603
"TCGA-G9-7510-01",0.54808,"MMP9",9.5651
"TCGA-G9-7510-01",0.54808,"MMP2",11.5607
"TCGA-G9-7510-01",0.54808,"MAPK3",10.2694
"TCGA-G9-7510-01",0.54808,"MAPK1",11.6738
"TCGA-G9-7510-01",0.54808,"TWIST1",4.9139
"TCGA-G9-7510-01",0.54808,"SNAI1",7.5806
"TCGA-G9-7519-01",0.50835,"MMP9",6.4067
"TCGA-G9-7519-01",0.50835,"MMP2",10.9497
"TCGA-G9-7519-01",0.50835,"MAPK3",10.3038
"TCGA-G9-7519-01",0.50835,"MAPK1",11.7899
"TCGA-G9-7519-01",0.50835,"TWIST1",8.9603
"TCGA-G9-7519-01",0.50835,"SNAI1",5.3728
"TCGA-G9-7521-01",0.58022,"MMP9",7.8692
"TCGA-G9-7521-01",0.58022,"MMP2",11.0024
"TCGA-G9-7521-01",0.58022,"MAPK3",9.9083
"TCGA-G9-7521-01",0.58022,"MAPK1",12.0427
"TCGA-G9-7521-01",0.58022,"TWIST1",5.5466
"TCGA-G9-7521-01",0.58022,"SNAI1",6.0955
"TCGA-G9-7522-01",0.48344,"MMP9",8.2763
"TCGA-G9-7522-01",0.48344,"MMP2",11.0949
"TCGA-G9-7522-01",0.48344,"MAPK3",9.9573
"TCGA-G9-7522-01",0.48344,"MAPK1",11.7021
"TCGA-G9-7522-01",0.48344,"TWIST1",5.7779
"TCGA-G9-7522-01",0.48344,"SNAI1",5.3072
"TCGA-G9-7523-01",0.51408,"MMP9",8.6914
"TCGA-G9-7523-01",0.51408,"MMP2",13.3374
"TCGA-G9-7523-01",0.51408,"MAPK3",10.538
"TCGA-G9-7523-01",0.51408,"MAPK1",11.7598
"TCGA-G9-7523-01",0.51408,"TWIST1",6.5293
"TCGA-G9-7523-01",0.51408,"SNAI1",6.708
"TCGA-G9-7525-01",0.70278,"MMP9",6.087
"TCGA-G9-7525-01",0.70278,"MMP2",11.3735
"TCGA-G9-7525-01",0.70278,"MAPK3",10.071
"TCGA-G9-7525-01",0.70278,"MAPK1",11.3595
"TCGA-G9-7525-01",0.70278,"TWIST1",7.482
"TCGA-G9-7525-01",0.70278,"SNAI1",4.6445
"TCGA-G9-A9S0-01",0.47226,"MMP9",8.1175
"TCGA-G9-A9S0-01",0.47226,"MMP2",10.1067
"TCGA-G9-A9S0-01",0.47226,"MAPK3",10.0884
"TCGA-G9-A9S0-01",0.47226,"MAPK1",10.7534
"TCGA-G9-A9S0-01",0.47226,"TWIST1",5.3106
"TCGA-G9-A9S0-01",0.47226,"SNAI1",4.4147
"TCGA-G9-A9S4-01",0.70718,"MMP9",5.5232
"TCGA-G9-A9S4-01",0.70718,"MMP2",8.8207
"TCGA-G9-A9S4-01",0.70718,"MAPK3",10.5317
"TCGA-G9-A9S4-01",0.70718,"MAPK1",10.9687
"TCGA-G9-A9S4-01",0.70718,"TWIST1",9.2573
"TCGA-G9-A9S4-01",0.70718,"SNAI1",3.9202
"TCGA-G9-A9S7-01",0.57208,"MMP9",7.5268
"TCGA-G9-A9S7-01",0.57208,"MMP2",9.7178
"TCGA-G9-A9S7-01",0.57208,"MAPK3",10.498
"TCGA-G9-A9S7-01",0.57208,"MAPK1",11.3465
"TCGA-G9-A9S7-01",0.57208,"TWIST1",7.6898
"TCGA-G9-A9S7-01",0.57208,"SNAI1",3.8962
"TCGA-H9-7775-01",0.72174,"MMP9",8.2151
"TCGA-H9-7775-01",0.72174,"MMP2",11.0444
"TCGA-H9-7775-01",0.72174,"MAPK3",9.5602
"TCGA-H9-7775-01",0.72174,"MAPK1",11.7131
"TCGA-H9-7775-01",0.72174,"TWIST1",9.1168
"TCGA-H9-7775-01",0.72174,"SNAI1",4.5373
"TCGA-H9-A6BX-01",0.30305,"MMP9",10.7204
"TCGA-H9-A6BX-01",0.30305,"MMP2",11.9943
"TCGA-H9-A6BX-01",0.30305,"MAPK3",10.3119
"TCGA-H9-A6BX-01",0.30305,"MAPK1",11.5353
"TCGA-H9-A6BX-01",0.30305,"TWIST1",5.4962
"TCGA-H9-A6BX-01",0.30305,"SNAI1",5.0413
"TCGA-H9-A6BY-01",0.70787,"MMP9",3.3183
"TCGA-H9-A6BY-01",0.70787,"MMP2",10.4189
"TCGA-H9-A6BY-01",0.70787,"MAPK3",10.0493
"TCGA-H9-A6BY-01",0.70787,"MAPK1",10.7346
"TCGA-H9-A6BY-01",0.70787,"TWIST1",8.4728
"TCGA-H9-A6BY-01",0.70787,"SNAI1",3.1748
"TCGA-HC-7075-01",0.75882,"MMP9",8.9184
"TCGA-HC-7075-01",0.75882,"MMP2",10.2945
"TCGA-HC-7075-01",0.75882,"MAPK3",9.9031
"TCGA-HC-7075-01",0.75882,"MAPK1",11.7435
"TCGA-HC-7075-01",0.75882,"TWIST1",5.7538
"TCGA-HC-7075-01",0.75882,"SNAI1",3.3633
"TCGA-HC-7077-01",0.83824,"MMP9",7.7452
"TCGA-HC-7077-01",0.83824,"MMP2",9.2386
"TCGA-HC-7077-01",0.83824,"MAPK3",9.5884
"TCGA-HC-7077-01",0.83824,"MAPK1",11.9174
"TCGA-HC-7077-01",0.83824,"TWIST1",7.1394
"TCGA-HC-7077-01",0.83824,"SNAI1",2.1422
"TCGA-HC-7078-01",0.6821,"MMP9",6.959
"TCGA-HC-7078-01",0.6821,"MMP2",10.3985
"TCGA-HC-7078-01",0.6821,"MAPK3",10.4464
"TCGA-HC-7078-01",0.6821,"MAPK1",11.4882
"TCGA-HC-7078-01",0.6821,"TWIST1",5.4843
"TCGA-HC-7078-01",0.6821,"SNAI1",6.4752
"TCGA-HC-7079-01",0.26553,"MMP9",12.7427
"TCGA-HC-7079-01",0.26553,"MMP2",13.115
"TCGA-HC-7079-01",0.26553,"MAPK3",10.2004
"TCGA-HC-7079-01",0.26553,"MAPK1",11.4289
"TCGA-HC-7079-01",0.26553,"TWIST1",6.2714
"TCGA-HC-7079-01",0.26553,"SNAI1",6.6967
"TCGA-HC-7080-01",0.84152,"MMP9",6.0215
"TCGA-HC-7080-01",0.84152,"MMP2",8.8162
"TCGA-HC-7080-01",0.84152,"MAPK3",10.1326
"TCGA-HC-7080-01",0.84152,"MAPK1",11.4883
"TCGA-HC-7080-01",0.84152,"TWIST1",7.8368
"TCGA-HC-7080-01",0.84152,"SNAI1",4.6555
"TCGA-HC-7081-01",0.57805,"MMP9",7.4982
"TCGA-HC-7081-01",0.57805,"MMP2",12.4222
"TCGA-HC-7081-01",0.57805,"MAPK3",10.0309
"TCGA-HC-7081-01",0.57805,"MAPK1",11.8383
"TCGA-HC-7081-01",0.57805,"TWIST1",6.9523
"TCGA-HC-7081-01",0.57805,"SNAI1",5.9291
"TCGA-HC-7209-01",0.58661,"MMP9",7.0386
"TCGA-HC-7209-01",0.58661,"MMP2",10.357
"TCGA-HC-7209-01",0.58661,"MAPK3",9.7226
"TCGA-HC-7209-01",0.58661,"MAPK1",11.7417
"TCGA-HC-7209-01",0.58661,"TWIST1",7.6522
"TCGA-HC-7209-01",0.58661,"SNAI1",4.4275
"TCGA-HC-7210-01",0.52924,"MMP9",8.212
"TCGA-HC-7210-01",0.52924,"MMP2",11.3957
"TCGA-HC-7210-01",0.52924,"MAPK3",9.934
"TCGA-HC-7210-01",0.52924,"MAPK1",11.9188
"TCGA-HC-7210-01",0.52924,"TWIST1",3.927
"TCGA-HC-7210-01",0.52924,"SNAI1",6.3756
"TCGA-HC-7211-01",0.59096,"MMP9",8.1367
"TCGA-HC-7211-01",0.59096,"MMP2",9.9398
"TCGA-HC-7211-01",0.59096,"MAPK3",9.5611
"TCGA-HC-7211-01",0.59096,"MAPK1",12.1195
"TCGA-HC-7211-01",0.59096,"TWIST1",3.5742
"TCGA-HC-7211-01",0.59096,"SNAI1",6.3011
"TCGA-HC-7212-01",0.71709,"MMP9",6.4351
"TCGA-HC-7212-01",0.71709,"MMP2",10.2781
"TCGA-HC-7212-01",0.71709,"MAPK3",9.6264
"TCGA-HC-7212-01",0.71709,"MAPK1",11.8107
"TCGA-HC-7212-01",0.71709,"TWIST1",7.5197
"TCGA-HC-7212-01",0.71709,"SNAI1",4.6893
"TCGA-HC-7213-01",0.6956,"MMP9",7.9633
"TCGA-HC-7213-01",0.6956,"MMP2",11.1052
"TCGA-HC-7213-01",0.6956,"MAPK3",10.7113
"TCGA-HC-7213-01",0.6956,"MAPK1",11.3767
"TCGA-HC-7213-01",0.6956,"TWIST1",7.9736
"TCGA-HC-7213-01",0.6956,"SNAI1",5.3409
"TCGA-HC-7230-01",0.78317,"MMP9",7.5521
"TCGA-HC-7230-01",0.78317,"MMP2",9.7809
"TCGA-HC-7230-01",0.78317,"MAPK3",9.8821
"TCGA-HC-7230-01",0.78317,"MAPK1",11.7789
"TCGA-HC-7230-01",0.78317,"TWIST1",7.3602
"TCGA-HC-7230-01",0.78317,"SNAI1",4.55
"TCGA-HC-7231-01",0.66408,"MMP9",8.9624
"TCGA-HC-7231-01",0.66408,"MMP2",10.4697
"TCGA-HC-7231-01",0.66408,"MAPK3",9.9552
"TCGA-HC-7231-01",0.66408,"MAPK1",11.9108
"TCGA-HC-7231-01",0.66408,"TWIST1",7.4524
"TCGA-HC-7231-01",0.66408,"SNAI1",4.3094
"TCGA-HC-7232-01",0.59772,"MMP9",5.6596
"TCGA-HC-7232-01",0.59772,"MMP2",10.6591
"TCGA-HC-7232-01",0.59772,"MAPK3",10.1244
"TCGA-HC-7232-01",0.59772,"MAPK1",11.7359
"TCGA-HC-7232-01",0.59772,"TWIST1",7.1402
"TCGA-HC-7232-01",0.59772,"SNAI1",5.2971
"TCGA-HC-7233-01",0.57843,"MMP9",8.0229
"TCGA-HC-7233-01",0.57843,"MMP2",11.1355
"TCGA-HC-7233-01",0.57843,"MAPK3",9.6824
"TCGA-HC-7233-01",0.57843,"MAPK1",11.9074
"TCGA-HC-7233-01",0.57843,"TWIST1",5.1373
"TCGA-HC-7233-01",0.57843,"SNAI1",4.6624
"TCGA-HC-7736-01",0.58544,"MMP9",9.4074
"TCGA-HC-7736-01",0.58544,"MMP2",11.0377
"TCGA-HC-7736-01",0.58544,"MAPK3",9.9659
"TCGA-HC-7736-01",0.58544,"MAPK1",11.693
"TCGA-HC-7736-01",0.58544,"TWIST1",4.8255
"TCGA-HC-7736-01",0.58544,"SNAI1",6.0146
"TCGA-HC-7737-01",0.47572,"MMP9",8.3184
"TCGA-HC-7737-01",0.47572,"MMP2",11.6058
"TCGA-HC-7737-01",0.47572,"MAPK3",10.0435
"TCGA-HC-7737-01",0.47572,"MAPK1",11.6272
"TCGA-HC-7737-01",0.47572,"TWIST1",5.4096
"TCGA-HC-7737-01",0.47572,"SNAI1",7.6022
"TCGA-HC-7738-01",0.65894,"MMP9",9.2165
"TCGA-HC-7738-01",0.65894,"MMP2",9.2683
"TCGA-HC-7738-01",0.65894,"MAPK3",9.305
"TCGA-HC-7738-01",0.65894,"MAPK1",11.7386
"TCGA-HC-7738-01",0.65894,"TWIST1",6.681
"TCGA-HC-7738-01",0.65894,"SNAI1",4.5487
"TCGA-HC-7740-01",0.39312,"MMP9",5.8477
"TCGA-HC-7740-01",0.39312,"MMP2",11.2395
"TCGA-HC-7740-01",0.39312,"MAPK3",10.4128
"TCGA-HC-7740-01",0.39312,"MAPK1",11.744
"TCGA-HC-7740-01",0.39312,"TWIST1",5.0849
"TCGA-HC-7740-01",0.39312,"SNAI1",6.1688
"TCGA-HC-7742-01",0.29862,"MMP9",7.0023
"TCGA-HC-7742-01",0.29862,"MMP2",10.8405
"TCGA-HC-7742-01",0.29862,"MAPK3",10.4354
"TCGA-HC-7742-01",0.29862,"MAPK1",11.8708
"TCGA-HC-7742-01",0.29862,"TWIST1",8.2978
"TCGA-HC-7742-01",0.29862,"SNAI1",5.3363
"TCGA-HC-7744-01",0.72758,"MMP9",7.239
"TCGA-HC-7744-01",0.72758,"MMP2",9.9082
"TCGA-HC-7744-01",0.72758,"MAPK3",9.8981
"TCGA-HC-7744-01",0.72758,"MAPK1",11.8288
"TCGA-HC-7744-01",0.72758,"TWIST1",6.3348
"TCGA-HC-7744-01",0.72758,"SNAI1",4.0765
"TCGA-HC-7745-01",0.49458,"MMP9",6.6696
"TCGA-HC-7745-01",0.49458,"MMP2",12.1461
"TCGA-HC-7745-01",0.49458,"MAPK3",10.2625
"TCGA-HC-7745-01",0.49458,"MAPK1",11.556
"TCGA-HC-7745-01",0.49458,"TWIST1",5.7563
"TCGA-HC-7745-01",0.49458,"SNAI1",5.8796
"TCGA-HC-7747-01",0.3467,"MMP9",7.4577
"TCGA-HC-7747-01",0.3467,"MMP2",10.6032
"TCGA-HC-7747-01",0.3467,"MAPK3",10.1526
"TCGA-HC-7747-01",0.3467,"MAPK1",11.5177
"TCGA-HC-7747-01",0.3467,"TWIST1",7.0307
"TCGA-HC-7747-01",0.3467,"SNAI1",4.352
"TCGA-HC-7748-01",0.55789,"MMP9",8.0439
"TCGA-HC-7748-01",0.55789,"MMP2",11.4529
"TCGA-HC-7748-01",0.55789,"MAPK3",9.5122
"TCGA-HC-7748-01",0.55789,"MAPK1",11.8314
"TCGA-HC-7748-01",0.55789,"TWIST1",6.5562
"TCGA-HC-7748-01",0.55789,"SNAI1",5.269
"TCGA-HC-7749-01",0.64002,"MMP9",7.9469
"TCGA-HC-7749-01",0.64002,"MMP2",11.131
"TCGA-HC-7749-01",0.64002,"MAPK3",9.5874
"TCGA-HC-7749-01",0.64002,"MAPK1",11.073
"TCGA-HC-7749-01",0.64002,"TWIST1",7.8184
"TCGA-HC-7749-01",0.64002,"SNAI1",4.688
"TCGA-HC-7750-01",0.44458,"MMP9",7.4969
"TCGA-HC-7750-01",0.44458,"MMP2",11.5902
"TCGA-HC-7750-01",0.44458,"MAPK3",10.1143
"TCGA-HC-7750-01",0.44458,"MAPK1",11.5455
"TCGA-HC-7750-01",0.44458,"TWIST1",6.8132
"TCGA-HC-7750-01",0.44458,"SNAI1",4.1853
"TCGA-HC-7752-01",0.82461,"MMP9",8.9417
"TCGA-HC-7752-01",0.82461,"MMP2",10.2558
"TCGA-HC-7752-01",0.82461,"MAPK3",10.0301
"TCGA-HC-7752-01",0.82461,"MAPK1",10.7747
"TCGA-HC-7752-01",0.82461,"TWIST1",5.663
"TCGA-HC-7752-01",0.82461,"SNAI1",5.5304
"TCGA-HC-7817-01",0.29871,"MMP9",9.3164
"TCGA-HC-7817-01",0.29871,"MMP2",11.6645
"TCGA-HC-7817-01",0.29871,"MAPK3",9.9703
"TCGA-HC-7817-01",0.29871,"MAPK1",11.6643
"TCGA-HC-7817-01",0.29871,"TWIST1",9.1381
"TCGA-HC-7817-01",0.29871,"SNAI1",4.9514
"TCGA-HC-7818-01",0.605,"MMP9",7.4533
